ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0019755,one-carbon compound transport,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,cahz/rhag/aqp3b/aqp1a.2/si:dkey-183c6.7,5
BP,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,atpsckmt/atp5if1a/atp5f1b/atp5po/atp5mf,5
BP,GO:0043144,sno(s)RNA processing,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,exosc6/larp7/exosc2/exosc4/dkc1,5
BP,GO:0050819,negative regulation of coagulation,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,pros1/kng1/plg/fga/anxa5b,5
BP,GO:0060971,embryonic heart tube left/right pattern formation,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,bmpr1aa/spaw/nkd1/pitx2/mmp21,5
BP,GO:0070593,dendrite self-avoidance,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,myot/emb/dscamb/robo4/robo3,5
BP,GO:0072178,nephric duct morphogenesis,5/3139,10/18773,0.5,2.99028353,2.82084801,0.015648378,0.164382102,0.147653998,trim32/ift56/lhx1a/tbx16/stx16,5
BP,GO:0051084,'de novo' post-translational protein folding,10/3139,29/18773,0.344827586,2.062264503,2.565171507,0.015653027,0.164382102,0.147653998,hsp70.3/hspe1/dnajb5/hspa5/chchd4a/hspa14/hspa9/hspa13/dnajb12a/st13,10
BP,GO:2000116,regulation of cysteine-type endopeptidase activity,10/3139,29/18773,0.344827586,2.062264503,2.565171507,0.015653027,0.164382102,0.147653998,mul2/casp8/mcl1b/e2f1/becn1/lamtor5/tp53/pycard/casp2/tnfrsf1b,10
CC,GO:0005667,transcription regulator complex,59/3237,269/19331,0.219330855,1.309819202,2.294856413,0.015670649,0.119363094,0.104304833,hdac1/rxraa/bmal2/nr4a3/si:dkey-219c3.2/e2f7/cry1a/crebbpa/jun/dacha/e2f1/med18/med6/crebbpb/ascl1b/crema/skor1a/smad1/six2a/smad2/ep300b/six1b/rbbp4/taf4a/med4/mideasb/tle3b/nr4a2a/tcf7l1b/dachb/tcf12/ldb2a/skia/zgc:162472/dachd/rbl1/smad6b/nr5a2/stat5a/taf3/npas2/thrab/nr5a1b/junbb/taf13/taf5l/nr1h3/rxrba/cry2/nfyal/nfe2l2a/tle2b/tcf7/med8/gtf2h2/tcf7l2/gatad2b/nfat5b/atf4a,59
CC,GO:0030688,"preribosome, small subunit precursor",5/3237,10/19331,0.5,2.985943775,2.817133492,0.015745134,0.119363094,0.104304833,riok2/rrp1/noc4l/ftsj3/riok1,5
BP,GO:0050773,regulation of dendrite development,8/3139,21/18773,0.380952381,2.278311261,2.626263765,0.015809755,0.164382102,0.147653998,ulk2/lzts1/si:dkey-40c11.2/kctd12.2/nedd4a/hecw2a/bcl11aa/dbnlb,8
BP,GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,8/3139,21/18773,0.380952381,2.278311261,2.626263765,0.015809755,0.164382102,0.147653998,pah/ttc36/haao/fah/kmo/gstz1/hpda/dct,8
CC,GO:0030686,90S preribosome,8/3237,21/19331,0.380952381,2.275004781,2.621715743,0.015945451,0.119363094,0.104304833,imp3/srfbp1/mphosph10/utp6/rrp36/noc4l/wdr3/rrp7a,8
BP,GO:0006779,porphyrin-containing compound biosynthetic process,9/3139,25/18773,0.36,2.153004141,2.584873391,0.01596671,0.164382102,0.147653998,alas2/tmem14a/atp5if1a/alas1/tmem14ca/cox15/hmbsb/ppox/fech,9
BP,GO:0006891,intra-Golgi vesicle-mediated transport,9/3139,25/18773,0.36,2.153004141,2.584873391,0.01596671,0.164382102,0.147653998,copb2/cope/copg2/vti1b/cog5/nsfa/trappc3/rab6ba/copz1,9
BP,GO:0033014,tetrapyrrole biosynthetic process,9/3139,25/18773,0.36,2.153004141,2.584873391,0.01596671,0.164382102,0.147653998,alas2/tmem14a/atp5if1a/alas1/tmem14ca/cox15/hmbsb/ppox/fech,9
BP,GO:0045185,maintenance of protein location,9/3139,25/18773,0.36,2.153004141,2.584873391,0.01596671,0.164382102,0.147653998,tmsb/si:dkeyp-38g8.5/kdelr3/zgc:113426/kdelr2a/ankrd13c/insig1/twf1b/vps13a,9
BP,GO:0045746,negative regulation of Notch signaling pathway,9/3139,25/18773,0.36,2.153004141,2.584873391,0.01596671,0.164382102,0.147653998,si:ch211-194k22.8/ptbp1a/nlk1/nedd4a/chac1/numbl/gpr183a/dla/dll4,9
MF,GO:0004300,enoyl-CoA hydratase activity,5/3098,10/18430,0.5,2.974499677,2.807400937,0.016000399,0.202331484,0.184065937,echs1/hacd1/hsd17b4/hacd3/hadhab,5
MF,GO:0016842,amidine-lyase activity,5/3098,10/18430,0.5,2.974499677,2.807400937,0.016000399,0.202331484,0.184065937,ggcta/ggact.2/adsl/chac1/pam,5
MF,GO:0004527,exonuclease activity,18/3098,64/18430,0.28125,1.673156068,2.424882218,0.016065318,0.202331484,0.184065937,pole/toe1/nme5/apex1/isg20l2/pold1/cnot7/dclre1b/enpp1/tatdn1/apex2/xrn1/xrn2/cnot6l/exosc4/slc52a2/mgme1/cpsf3,18
BP,GO:0048589,developmental growth,80/3139,381/18773,0.209973753,1.255762112,2.259956581,0.016142906,0.165640255,0.148784117,ccn1/tubb5/ulk2/fam53b/hdac1/lrp5/ttk/gars1/klf6a/nipblb/cdkn2aip/gemin5/cebpd/ppp2r3a/scfd1/gap43/ninj2/ruvbl2/notch1b/dio2/col1a1a/prdm16/tppp2/nphp4/larp7/becn1/smad2/yap1/plk4/erbb2/fn1a/rbbp4/vdac3/si:dkey-40c11.2/npr1a/tsku/dscamb/nos1/gna12a/notch3/stat5a/rpl22l1/ap1g2/dcaf13/zeb2b/tbx16/lfng/clns1a/nsmfb/junbb/vdac2/cdh2/cbsb/foxm1/lmo2/hspa9/notch2/fcho1/dspb/hnrnpr/mgat5/serpinh1b/gpc4/orc1/akirin1/ruvbl1/slit3/pcdh17/mrap2a/trarg1a/dbnlb/igf2b/nrn1a/robo3/igf1ra/tlcd3ba/impact/bbs4/sema5ba/apobec2a,80
