ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0030162,regulation of proteolysis,14/622,178/18773,0.078651685,2.373839373,3.409165267,0.002475845,0.110016034,0.101423437,a2ml/si:dkey-105h12.2/axin2/c3b.1/diabloa/serpinh1b/serpina7/hip1rb/serpina1/c3b.2/commd1/nedd8/edn1/itih2,14
BP,GO:0050708,regulation of protein secretion,4/622,18/18773,0.222222222,6.707038228,4.484238331,0.002520991,0.110016034,0.101423437,gck/aacs/rfx6/edn1,4
BP,GO:0006720,isoprenoid metabolic process,7/622,57/18773,0.122807018,3.706521126,3.788283895,0.002662591,0.113917148,0.105019861,hmgcs1/nus1/pdss1/mvda/dhdds/lss/idi1,7
BP,GO:0006753,nucleoside phosphate metabolic process,24/622,389/18773,0.061696658,1.8621083,3.180656783,0.002742883,0.115095587,0.10610626,rrm1/hmgcs1/ak4/pdk2a/pde4d/gapdh/acsl3b/prps1b/acss2/nadsyn1/gck/mvda/acaca/acot20/ampd2b/tdo2a/hk1/aclya/nme2b.1/atp5mc1/h6pd/uap1/impdh1a/atp5pb,24
MF,GO:0016874,ligase activity,15/613,199/18430,0.075376884,2.26622509,3.331164193,0.002762669,0.126445251,0.121244274,acsbg2/acsl3b/glulb/acss2/nadsyn1/cbx4/aacs/acaca/mars2/ttll11/fpgs/lars1b/nars2/atp5pb/gss,15
BP,GO:0010648,negative regulation of cell communication,28/622,484/18773,0.05785124,1.746047142,3.078181038,0.003207697,0.129614731,0.119491413,ddit4/tcima/dusp2/dusp5/socs1a/axin2/socs3b/dusp8a/insig1/dusp1/sox4a/fzd5/rargb/arhgap29a/spry4/dusp16/tnfaip3/dusp4/dlc/arrb2b/mdm2/tank/cd74a/tmem88b/rasip1/tle3b/bcl6aa/ankrd6b,28
BP,GO:0023057,negative regulation of signaling,28/622,484/18773,0.05785124,1.746047142,3.078181038,0.003207697,0.129614731,0.119491413,ddit4/tcima/dusp2/dusp5/socs1a/axin2/socs3b/dusp8a/insig1/dusp1/sox4a/fzd5/rargb/arhgap29a/spry4/dusp16/tnfaip3/dusp4/dlc/arrb2b/mdm2/tank/cd74a/tmem88b/rasip1/tle3b/bcl6aa/ankrd6b,28
BP,GO:0000165,MAPK cascade,18/622,265/18773,0.067924528,2.050075836,3.186867762,0.003306643,0.131183552,0.120937704,dusp2/dusp5/dusp8a/adrb2a/dusp1/cd4-1/spry4/smarca4a/dusp16/avpi1/dusp4/stk40/arrb2b/cd74a/bcar3/csrp1a/map2k6/ankrd6b,18
CC,GO:0009295,nucleoid,3/631,10/19331,0.3,9.190649762,4.758974292,0.003498481,0.155037905,0.151959623,supv3l1/atad3/elac2,3
CC,GO:0032476,polyprenyl diphosphate synthase complex,3/631,10/19331,0.3,9.190649762,4.758974292,0.003498481,0.155037905,0.151959623,nus1/pdss1/dhdds,3
CC,GO:0042645,mitochondrial nucleoid,3/631,10/19331,0.3,9.190649762,4.758974292,0.003498481,0.155037905,0.151959623,supv3l1/atad3/elac2,3
BP,GO:0001889,liver development,13/622,166/18773,0.078313253,2.363624918,3.266712997,0.003608386,0.135368942,0.124796203,a2ml/supv3l1/rbm15/fzd5/rargb/klf6a/sec31a/bmp2b/srebf1/tomm22/lars1b/hdac1/tbx2b,13
BP,GO:0061687,detoxification of inorganic compound,3/622,10/18773,0.3,9.054501608,4.716151198,0.003648977,0.135368942,0.124796203,txndc12/abcc4/slc30a1a,3
BP,GO:0042254,ribosome biogenesis,16/622,226/18773,0.07079646,2.136755542,3.182618994,0.003650058,0.135368942,0.124796203,rpusd2/utp25/fcf1/ddx10/tsr2/tsr1/nol6/las1l/urb1/wdr3/heatr3/rexo1/rps5/rps19/rpl14/wdr75,16
BP,GO:0009725,response to hormone,19/622,289/18773,0.065743945,1.984262175,3.121489825,0.003696616,0.135368942,0.124796203,jun/junbb/junba/hamp/pik3r3b/nr4a1/socs1a/insig1/rargb/jund/hpxa/nr4a3/stat1a/ssr4/bcar3/irs2b/tgif1/anxa1a/nfe2l2a,19
