ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0031101,fin regeneration,34/3864,92/18773,0.369565217,1.795509272,3.893934783,0.000211755,0.006123241,0.005254654,col1a1a/hspa8/sirt1/col22a1/faf1/nid2a/has2/notch1b/anxa1a/jag1b/lrp5/mmp9/dspb/il1b/igf2b/vdac2/mta2/col10a1a/yap1/serpinh1b/plcg1/inhbaa/tubb5/chd4a/axin1/prdx5/hapln1a/bmpr2b/scn8ab/lamb1a/bglap/ttk/lfng/pou5f3,34
CC,GO:0045239,tricarboxylic acid cycle heteromeric enzyme complex,9/3989,13/19331,0.692307692,3.354976185,4.330958984,0.000212743,0.002562816,0.002046711,abhd11/dldh/ogdha/ogdhb/sucla2/kat2a/dlst/kgd4/bckdha,9
BP,GO:0031099,regeneration,69/3864,225/18773,0.306666667,1.489920635,3.763726194,0.000215991,0.006188436,0.005310602,col1a1a/tgif1/adamts9/notch2/tncb/col12a1b/hspa8/apobec2b/b3gat1a/sirt1/col22a1/faf1/runx1/nid2a/alms1/has2/notch1b/cebpd/anxa1a/jag1b/lrp5/mmp9/igfbp1a/fitm2/dspb/sema4d/clcf1/cdk9/il1b/csrp1a/thada/apobec2a/igf2b/vdac2/mta2/col10a1a/yap1/serpinh1b/plcg1/inhbaa/tubb5/chd4a/dusp6/six3b/axin1/prdx5/hapln1a/mycb/hapln1b/top2a/apoda.2/sfpq/cav1/dusp2/il6st/pepd/mycbp2/bmpr2b/m17/scn8ab/lamb1a/becn1/bglap/tmem182a/gck/ccn2a/ttk/lfng/pou5f3,69
BP,GO:0048821,erythrocyte development,22/3864,51/18773,0.431372549,2.09579629,3.989223488,0.000220797,0.00626863,0.00537942,bdh2/hif1al/nemp1/stat5a/clpxa/sptb/adnp2b/alas2/gata2a/klf9/rps19/gata1a/rps14/rpl18/spi1b/slc48a1b/sec23b/maea/rpl11/adnpb/melk/pink1,22
BP,GO:0051604,protein maturation,101/3864,355/18773,0.284507042,1.382259499,3.701696453,0.000226859,0.006382712,0.00547732,ahsa1a/yme1l1a/ece1/dnajb12a/hspa8/cct4/dnaja2a/hspb1/cct2/isca2/cct5/runx1/hspb9/aebp1b/atg4b/dhps/cct3/pmpcb/nfu1/fkbp10b/clpxa/lmf2a/grpel1/dnajb4/cct8/dnajb6b/hsp90ab1/atg4da/pmm2/phex/serpine1/mmp14b/ppifb/pfdn6/ddi2/cpda/cdc37l1/fkbp10a/atg4c/calr/ppie/pgap3/chac1/naa20/naa10/pfdn1/pfdn2/lipt1/chchd4a/nudcd3/hspa13/ptges3a/dnajc2/cpz/dnaja1/afg3l1/fkbp5/dnajc25/tbcc/cct6a/erp44/pigf/zgc:110329/hspa14/mms19/hsp90aa1.1/lipt2/tbce/pmpca/tbca/cct7/nudcd2/naa30/kel/bmp1a/yme1l1b/dnajb5/si:dkey-1k23.3/spg7/isca1/txndc5/ranbp2/ercc6l/ahsa1b/furina/dohh/pitrm1/mmp14a/unc45a/hm13/ppih/hspa4b/dnlz/dnaja3a/calr3a/ppig/unc45b/dnajb13/fkbp2/ppib/cpe,101
BP,GO:0046394,carboxylic acid biosynthetic process,53/3864,163/18773,0.325153374,1.579737136,3.784437269,0.000230434,0.006425398,0.00551395,abhd2a/gls2a/upb1/gls2b/prkag2b/tle3a/dcaf5/glulb/tecrb/fasn/ccdc57/got1/bcat2/ilvbl/oat/mcat/ndufab1b/glsa/bhmt/shmt2/aldh18a1/aass/apip/ptges3a/lpla/adi1/cyp7b1/ugdh/scdb/rpp14/mecr/olah/ptges/fasn2/elovl1a/acsbg2/aclya/pycr3/pycr1a/cyp7a1/sephs3/ptgis/otc/gatm/prkag3b/sephs1/lipg/enoph1/nags/asnsd1/lgsn/elovl7a/zgc:172121,53
MF,GO:0008330,protein tyrosine/threonine phosphatase activity,8/3742,11/18430,0.727272727,3.581944512,4.323462217,0.000261499,0.012538212,0.01098153,dusp8a/dusp1/si:ch211-195b15.8/dusp4/dusp6/dusp2/dusp10/dusp16,8
MF,GO:0033550,MAP kinase tyrosine phosphatase activity,8/3742,11/18430,0.727272727,3.581944512,4.323462217,0.000261499,0.012538212,0.01098153,dusp8a/dusp1/si:ch211-195b15.8/dusp4/dusp6/dusp2/dusp10/dusp16,8
MF,GO:1901681,sulfur compound binding,38/3742,109/18430,0.348623853,1.717033034,3.789651475,0.000277212,0.012627026,0.011059317,col5a1/col5a3a/lancl1/vegfab/slit2/apoeb/col11a1a/ilvbl/fstl1b/vegfaa/col11a2/ogdha/sod3b/fn1a/mdkb/ogdhb/thbs2a/colq/lpla/appa/ccn5/acadvl/vasna/thbs1b/gstr/eci2/ptprfb/lrrc15/hacl1/eva1c/mettl3/aplp2/gnmt/rspo3/lipg/nrp2a/ccn2a/kmt5b,38
BP,GO:0019725,cellular homeostasis,91/3864,316/18773,0.287974684,1.399106815,3.642517974,0.000289314,0.007995818,0.006861605,stc2a/slc39a7/bdh2/homer1b/ryr1a/casq1a/fth1a/casq2/atp1b1a/prdx6/atp1b1b/tmem175/pck1/ncoa4/slc12a7b/smdt1b/plaa/atp1a2a/cax2/slc4a1a/adss1/plce1/stc2b/mcu/kdsr/itpr1b/txnrd2.2/prdx4/ptprn2/atp6ap1a/ccnd1/micu2/slc35g1/ryr3/gprc6a/tfr1a/slc4a4a/cyb561a3a/asph/selenon/atp6v0a1a/ube2s/plcg1/slc30a9/atp2a1/gclm/atp2a2b/atp2a2a/slc4a2b/wwox/slc9a6a/ormdl2/toe1/prdx5/npc1/fgf23/prdx2/fthl27/si:dkey-28b4.8/cln3/herpud1/atp2a1l/gclc/tmco1/cyp7a1/cav2/slc39a10/cherp/cav1/dmxl2/tmem203/zgc:110843/slc12a2/rhot1a/atp1a3a/scara5/clns1a/flncb/atp1a1a.1/txn2/atp6v1g1/sod1/gck/plcd1a/atp6v0d1/asah1b/atp13a2/htt/nipblb/bcl2l10/anxa6,91
