ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0009306,protein secretion,5/797,51/21022,0.098039216,2.5859227,2.250966932,0.043294663,0.570799425,0.55050406,porcnl/tango2/hnf1ba/mia2/park7,5
BP,GO:0035592,establishment of protein localization to extracellular region,5/797,51/21022,0.098039216,2.5859227,2.250966932,0.043294663,0.570799425,0.55050406,porcnl/tango2/hnf1ba/mia2/park7,5
BP,GO:0035268,protein mannosylation,3/797,21/21022,0.142857143,3.768058792,2.519280654,0.043428987,0.570799425,0.55050406,pomt2/large2/tmtc4,3
BP,GO:0035269,protein O-linked mannosylation,3/797,21/21022,0.142857143,3.768058792,2.519280654,0.043428987,0.570799425,0.55050406,pomt2/large2/tmtc4,3
BP,GO:0045834,positive regulation of lipid metabolic process,3/797,21/21022,0.142857143,3.768058792,2.519280654,0.043428987,0.570799425,0.55050406,pnpla3/pparaa/ppardb,3
BP,GO:0048168,regulation of neuronal synaptic plasticity,3/797,21/21022,0.142857143,3.768058792,2.519280654,0.043428987,0.570799425,0.55050406,camk2g1/camk2d1/camk2g2,3
BP,GO:0097502,mannosylation,3/797,21/21022,0.142857143,3.768058792,2.519280654,0.043428987,0.570799425,0.55050406,pomt2/large2/tmtc4,3
BP,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,3/797,21/21022,0.142857143,3.768058792,2.519280654,0.043428987,0.570799425,0.55050406,fah/tat/hpda,3
BP,GO:0003401,axis elongation,6/797,68/21022,0.088235294,2.32733043,2.176264207,0.04380879,0.570799425,0.55050406,ctnnd1/ppp1r12a/ap2a1/stat3/sec14l8/fn1a,6
BP,GO:0048193,Golgi vesicle transport,14/797,222/21022,0.063063063,1.663377305,1.972499995,0.043993079,0.570799425,0.55050406,sec24c/scfd1/sec16b/rab41/gga1/snx1a/sec31a/golga7/arfrp1/sec23a/mia2/sec24a/sec22a/phaf1,14
BP,GO:0006403,RNA localization,8/797,104/21022,0.076923077,2.028954734,2.088163218,0.044046175,0.570799425,0.55050406,nup98/pcid2/nup58/ncbp3/ybx1/kif1b/ndc1/ddx19b,8
BP,GO:0072523,purine-containing compound catabolic process,8/797,104/21022,0.076923077,2.028954734,2.088163218,0.044046175,0.570799425,0.55050406,uox/nudt4b/xdh/samhd1/nudt12/pgk1/adpgk/eno1a,8
BP,GO:0001889,liver development,13/797,202/21022,0.064356436,1.697491832,1.977361299,0.044593618,0.570799425,0.55050406,met/pnpla3/sec31a/hnf1ba/ppp1r12a/mgaa/nup54/stat3/yap1/snapc2/ppm1kb/a2ml3/nr5a2,13
