ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,,,,,,,,,,,,,,,,,,,,,
BP,GO:0019674,NAD metabolic process,4/653,37/21022,0.108108108,3.480319523,2.703662203,0.027083569,0.578373408,0.565118046,nadkb/kmo/nudt12/haao,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0072348,sulfur compound transport,4/653,37/21022,0.108108108,3.480319523,2.703662203,0.027083569,0.578373408,0.565118046,slc25a26/abcc1/slc6a6a/slc25a39,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006790,sulfur compound metabolic process,15/653,278/21022,0.053956835,1.737029978,2.214928551,0.027751785,0.587155828,0.573699188,cbsb/pdk4/tpk1/acaca/acss2/sult1st6/gstt2/hagh/csgalnact1a/mtrr/ndst2a/pdk2a/ext2/cdo1/acsl1a,15,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006661,phosphatidylinositol biosynthetic process,6/653,75/21022,0.08,2.575436447,2.447197535,0.029023227,0.604578661,0.590722718,pi4kb/pgap2/hycc2/pip4k2aa/impa1/slc30a5,6,,,,,,,,,,,,,,,,,,,,,
BP,GO:0060872,semicircular canal development,4/653,38/21022,0.105263158,3.388732167,2.638842926,0.029549592,0.604578661,0.590722718,pi4kb/hnf1ba/tbx1/ext2,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0072583,clathrin-dependent endocytosis,4/653,38/21022,0.105263158,3.388732167,2.638842926,0.029549592,0.604578661,0.590722718,picalma/clta/itsn1/gak,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0071375,cellular response to peptide hormone stimulus,7/653,96/21022,0.072916667,2.347403012,2.369127547,0.029949424,0.604578661,0.590722718,pdk4/stat5a/grb10b/socs7/stat3/slc39a14/igf2b,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006470,protein dephosphorylation,10/653,162/21022,0.061728395,1.987219481,2.258460476,0.030162787,0.604578661,0.590722718,ptpn21/ptprt/dusp8a/ssh2a/ptprb/dusp4/cdc14b/ppp2r5d/dusp12/styx,10,,,,,,,,,,,,,,,,,,,,,
BP,GO:0008154,actin polymerization or depolymerization,10/653,162/21022,0.061728395,1.987219481,2.258460476,0.030162787,0.604578661,0.590722718,msrb2/ssh2a/si:ch211-176g13.8/baiap2a/add3a/plekhg2/enah/diaph2/dbnlb/arpc2,10,,,,,,,,,,,,,,,,,,,,,
BP,GO:0051656,establishment of organelle localization,14/653,258/21022,0.054263566,1.746904567,2.161314069,0.031403269,0.619506344,0.605308283,synj1/ift88/sec16b/scrib/kif13a/si:ch211-235m3.5/picalma/clasp1a/rab3ip/pard3ab/kif1b/diaph2/ocrl/rhot1b,14,,,,,,,,,,,,,,,,,,,,,
BP,GO:0001666,response to hypoxia,7/653,97/21022,0.072164948,2.323202981,2.338718909,0.031449775,0.619506344,0.605308283,hif1ab/igfbp1a/egln3/atf6/rest/camk2g2/pgk1,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0010565,regulation of cellular ketone metabolic process,4/653,39/21022,0.102564103,3.301841599,2.576157257,0.032144181,0.622452994,0.608187401,cbsb/pdk4/ppardb/pdk2a,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0099518,vesicle cytoskeletal trafficking,4/653,39/21022,0.102564103,3.301841599,2.576157257,0.032144181,0.622452994,0.608187401,synj1/kif13a/si:ch211-235m3.5/kif1b,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0043414,macromolecule methylation,7/653,98/21022,0.071428571,2.299496828,2.308683125,0.032999677,0.62863808,0.614230735,setd6/trmt1l/pcmt/wdr4/alkbh8/mettl22/carm1,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0019217,regulation of fatty acid metabolic process,3/653,23/21022,0.130434783,4.199081164,2.74845286,0.033288931,0.62863808,0.614230735,pdk4/ppardb/pdk2a,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0021695,cerebellar cortex development,3/653,23/21022,0.130434783,4.199081164,2.74845286,0.033288931,0.62863808,0.614230735,met/disc1/exosc8,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0036293,response to decreased oxygen levels,7/653,99/21022,0.070707071,2.276269587,2.279011217,0.034599688,0.635919399,0.621345178,hif1ab/igfbp1a/egln3/atf6/rest/camk2g2/pgk1,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0009126,purine nucleoside monophosphate metabolic process,4/653,40/21022,0.1,3.219295559,2.51547567,0.034868048,0.635919399,0.621345178,ampd2b/impdh1b/nt5c2a/nt5c2b,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0009167,purine ribonucleoside monophosphate metabolic process,4/653,40/21022,0.1,3.219295559,2.51547567,0.034868048,0.635919399,0.621345178,ampd2b/impdh1b/nt5c2a/nt5c2b,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0046854,phosphatidylinositol phosphate biosynthetic process,4/653,40/21022,0.1,3.219295559,2.51547567,0.034868048,0.635919399,0.621345178,pi4kb/hycc2/pip4k2aa/impa1,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0072521,purine-containing compound metabolic process,20/653,414/21022,0.048309179,1.555215246,2.042876222,0.035066015,0.635919399,0.621345178,pdk4/uox/prpsap2/acaca/acss2/nudt4a/adpgk/xdh/ampd2b/nadkb/impdh1b/kmo/nt5c2a/fdxr/pdk2a/nudt12/haao/pgk1/nt5c2b/acsl1a,20,,,,,,,,,,,,,,,,,,,,,
BP,GO:0001736,establishment of planar polarity,2/653,10/21022,0.2,6.438591118,3.080002973,0.036747865,0.637423288,0.6228146,scrib/stat3,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:0061550,cranial ganglion development,2/653,10/21022,0.2,6.438591118,3.080002973,0.036747865,0.637423288,0.6228146,kif1b/pgk1,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:0071108,protein K48-linked deubiquitination,2/653,10/21022,0.2,6.438591118,3.080002973,0.036747865,0.637423288,0.6228146,usp20/usp33,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:1903051,negative regulation of proteolysis involved in protein catabolic process,2/653,10/21022,0.2,6.438591118,3.080002973,0.036747865,0.637423288,0.6228146,n4bp1/styx,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:1905477,positive regulation of protein localization to membrane,2/653,10/21022,0.2,6.438591118,3.080002973,0.036747865,0.637423288,0.6228146,c2cd5/mffa,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:0000096,sulfur amino acid metabolic process,3/653,24/21022,0.125,4.024119449,2.654080059,0.037190816,0.637423288,0.6228146,cbsb/mtrr/cdo1,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006085,acetyl-CoA biosynthetic process,3/653,24/21022,0.125,4.024119449,2.654080059,0.037190816,0.637423288,0.6228146,pdk4/acss2/pdk2a,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0045494,photoreceptor cell maintenance,4/653,41/21022,0.097560976,3.140776155,2.456679591,0.037721685,0.637423288,0.6228146,pomt2/ift88/usp45/dram2b,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0043648,dicarboxylic acid metabolic process,5/653,60/21022,0.083333333,2.682746299,2.337094824,0.038346909,0.637423288,0.6228146,hal/uroc1/kmo/haao/oat,5,,,,,,,,,,,,,,,,,,,,,
BP,GO:0051258,protein polymerization,11/653,194/21022,0.056701031,1.825373771,2.067883969,0.040350573,0.637423288,0.6228146,akap9/msrb2/ssh2a/si:ch211-176g13.8/baiap2a/add3a/plekhg2/diaph2/dbnlb/arpc2/fgb,11,,,,,,,,,,,,,,,,,,,,,
BP,GO:0045727,positive regulation of translation,4/653,42/21022,0.095238095,3.06599577,2.39966023,0.04070537,0.637423288,0.6228146,larp1b/uhmk1/rcc1l/guf1,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0032869,cellular response to insulin stimulus,5/653,61/21022,0.081967213,2.638766852,2.294956784,0.040746626,0.637423288,0.6228146,pdk4/grb10b/socs7/slc39a14/igf2b,5,,,,,,,,,,,,,,,,,,,,,
BP,GO:0001738,morphogenesis of a polarized epithelium,3/653,25/21022,0.12,3.863154671,2.56468843,0.041315653,0.637423288,0.6228146,scrib/traf4a/stat3,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006536,glutamate metabolic process,3/653,25/21022,0.12,3.863154671,2.56468843,0.041315653,0.637423288,0.6228146,hal/uroc1/oat,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0072525,pyridine-containing compound biosynthetic process,3/653,25/21022,0.12,3.863154671,2.56468843,0.041315653,0.637423288,0.6228146,nadkb/kmo/haao,3,,,,,,,,,,,,,,,,,,,,,
BP,GO:0031329,regulation of cellular catabolic process,8/653,125/21022,0.064,2.060349158,2.128924959,0.041316212,0.637423288,0.6228146,atg13/rubcn/waca/mtmr14/usp10/tmem39a/snx30/dram2b,8,,,,,,,,,,,,,,,,,,,,,
BP,GO:0007015,actin filament organization,19/653,396/21022,0.047979798,1.544611506,1.958958885,0.041523214,0.637423288,0.6228146,pof1b/msrb2/cnn3b/ssh2a/zgc:86896/si:ch211-176g13.8/hip1/lima1a/wasla/arfip1/baiap2a/add3a/ppp1r12a/plekhg2/enah/diaph2/tesk1b/dbnlb/arpc2,19,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006403,RNA localization,7/653,104/21022,0.067307692,2.166833549,2.135816418,0.043368938,0.637423288,0.6228146,nup58/sidt2/ybx1/kif1b/nxt2/sarnp/ddx19b,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006641,triglyceride metabolic process,4/653,43/21022,0.093023256,2.994693543,2.344317561,0.043819171,0.637423288,0.6228146,cetp/gpat3/mogat2/zgc:172295,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0048488,synaptic vesicle endocytosis,4/653,43/21022,0.093023256,2.994693543,2.344317561,0.043819171,0.637423288,0.6228146,synj1/sh3gl3a/picalma/itsn1,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0072384,organelle transport along microtubule,4/653,43/21022,0.093023256,2.994693543,2.344317561,0.043819171,0.637423288,0.6228146,kif13a/si:ch211-235m3.5/kif1b/rhot1b,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0140238,presynaptic endocytosis,4/653,43/21022,0.093023256,2.994693543,2.344317561,0.043819171,0.637423288,0.6228146,synj1/sh3gl3a/picalma/itsn1,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:1902414,protein localization to cell junction,4/653,43/21022,0.093023256,2.994693543,2.344317561,0.043819171,0.637423288,0.6228146,scrib/stx1b/pard3ab/tjp2b,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0007164,establishment of tissue polarity,2/653,11/21022,0.181818182,5.853264653,2.882739363,0.044006293,0.637423288,0.6228146,scrib/stat3,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:0015858,nucleoside transport,2/653,11/21022,0.181818182,5.853264653,2.882739363,0.044006293,0.637423288,0.6228146,slc29a3/slc28a1,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:0042908,xenobiotic transport,2/653,11/21022,0.181818182,5.853264653,2.882739363,0.044006293,0.637423288,0.6228146,slc47a2.1/abcc1,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:1901642,nucleoside transmembrane transport,2/653,11/21022,0.181818182,5.853264653,2.882739363,0.044006293,0.637423288,0.6228146,slc29a3/slc28a1,2,,,,,,,,,,,,,,,,,,,,,
BP,GO:0010638,positive regulation of organelle organization,9/653,150/21022,0.06,1.931577335,2.050127792,0.044766554,0.637423288,0.6228146,lnpk/c2cd5/tapt1b/micu1/baiap2a/mffa/tnksa/snx30/tesk1b,9,,,,,,,,,,,,,,,,,,,,,
BP,GO:0048915,posterior lateral line system development,7/653,105/21022,0.066666667,2.146197039,2.10815557,0.045279738,0.637423288,0.6228146,ctnnd1/rtn4a/kif1b/itchb/kremen1/stat3/ext2,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0070482,response to oxygen levels,7/653,105/21022,0.066666667,2.146197039,2.10815557,0.045279738,0.637423288,0.6228146,hif1ab/igfbp1a/egln3/atf6/rest/camk2g2/pgk1,7,,,,,,,,,,,,,,,,,,,,,
BP,GO:0048925,lateral line system development,10/653,174/21022,0.057471264,1.850169861,2.016260085,0.045539026,0.637423288,0.6228146,scrib/ctnnd1/rtn4a/kif1b/itchb/ocrl/kremen1/stat3/ext2/eif3ha,10,,,,,,,,,,,,,,,,,,,,,
BP,GO:0030041,actin filament polymerization,9/653,151/21022,0.059602649,1.918785432,2.028753901,0.046356662,0.637423288,0.6228146,msrb2/ssh2a/si:ch211-176g13.8/baiap2a/add3a/plekhg2/diaph2/dbnlb/arpc2,9,,,,,,,,,,,,,,,,,,,,,
BP,GO:0045944,positive regulation of transcription by RNA polymerase II,19/653,402/21022,0.047263682,1.521557602,1.890468298,0.04701215,0.637423288,0.6228146,ccnk/si:dkey-154p10.3/stat5a/znf827/dhx9/kansl3/crebbpa/ccnt2a/ppardb/rest/nr1d2b/cdk12/atoh8/ppargc1b/mkrn2/ncoa6/zgc:110158/kmt2ca/igf2b,19,,,,,,,,,,,,,,,,,,,,,
BP,GO:0051293,establishment of spindle localization,4/653,44/21022,0.090909091,2.926632326,2.290559424,0.047062956,0.637423288,0.6228146,ift88/scrib/clasp1a/diaph2,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0051653,spindle localization,4/653,44/21022,0.090909091,2.926632326,2.290559424,0.047062956,0.637423288,0.6228146,ift88/scrib/clasp1a/diaph2,4,,,,,,,,,,,,,,,,,,,,,
BP,GO:0016197,endosomal transport,12/653,224/21022,0.053571429,1.724622621,1.952196511,0.047756171,0.637423288,0.6228146,rab11fip3/zgc:162698/snx17/reps1/vps16/scrib/rab41/washc2c/dennd5a/itsn1/snx30/dennd1a,12,,,,,,,,,,,,,,,,,,,,,
BP,GO:0006493,protein O-linked glycosylation,6/653,85/21022,0.070588235,2.272443924,2.104695688,0.048867795,0.637423288,0.6228146,galnt16/pomt2/large2/tmtc4/aars2/pomt1,6,,,,,,,,,,,,,,,,,,,,,
BP,GO:0048589,developmental growth,21/653,458/21022,0.045851528,1.476096217,1.844472118,0.049931757,0.637423288,0.6228146,cbsb/tlcd3ba/scfd1/ctnnd1/myo10l1/stat5a/katna1/chd3/plxnb1b/ppp1r12a/traf4a/nrxn2a/pard3ab/stim1a/kif1b/mycbp2/stat3/fus/ext2/dbnlb/igf2b,21,,,,,,,,,,,,,,,,,,,,,
CC,GO:0005777,peroxisome,12/655,110/21740,0.109090909,3.620818876,4.856895053,0.000120496,0.021207281,0.020294049,uox/eci2/acbd5a/pex11g/acox3/pex14/crot/xdh/agxtb/mffa/nudt12/hao1,12,,,,,,,,,,,,,,,,,,,,,
CC,GO:0042579,microbody,12/655,110/21740,0.109090909,3.620818876,4.856895053,0.000120496,0.021207281,0.020294049,uox/eci2/acbd5a/pex11g/acox3/pex14/crot/xdh/agxtb/mffa/nudt12/hao1,12,,,,,,,,,,,,,,,,,,,,,
CC,GO:0012507,ER to Golgi transport vesicle membrane,6/655,31/21740,0.193548387,6.424033489,5.326438642,0.00028285,0.033187691,0.031758556,sec24c/sec16b/sec23a/slc30a5/sec24a/srebf1,6,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030135,coated vesicle,14/655,168/21740,0.083333333,2.765903308,4.049766502,0.000584892,0.039240859,0.037551061,sec24c/sec16b/synrg/cltcb/hip1/picalma/sec23a/clta/slc30a5/sec24a/dbnlb/gak/dennd1a/srebf1,14,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030662,coated vesicle membrane,10/655,96/21740,0.104166667,3.457379135,4.252973228,0.000632343,0.039240859,0.037551061,sec24c/sec16b/synrg/cltcb/sec23a/clta/slc30a5/sec24a/dbnlb/srebf1,10,,,,,,,,,,,,,,,,,,,,,
CC,GO:0035770,ribonucleoprotein granule,13/655,151/21740,0.086092715,2.85748951,4.036939203,0.000668878,0.039240859,0.037551061,tdrkh/ddx3xb/larp1b/uhmk1/fastk/tnrc6c1/ddx6/ybx1/zfand1/tbrg4/cnot3a/atxn2/ddx19b,13,,,,,,,,,,,,,,,,,,,,,
CC,GO:0032806,carboxy-terminal domain protein kinase complex,4/655,16/21740,0.25,8.297709924,5.146717366,0.001112881,0.055962037,0.053552188,ccnk/ccnt2a/cdk12/gtf2h2,4,,,,,,,,,,,,,,,,,,,,,
CC,GO:0070971,endoplasmic reticulum exit site,4/655,21/21740,0.19047619,6.322064704,4.30054517,0.003247442,0.127011072,0.121541696,sec24c/sec16b/sec23a/sec24a,4,,,,,,,,,,,,,,,,,,,,,
CC,GO:0099738,cell cortex region,4/655,21/21740,0.19047619,6.322064704,4.30054517,0.003247442,0.127011072,0.121541696,rims1a/clta/clasp1a/phldb2b,4,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030688,preribosome small subunit precursor,3/655,11/21740,0.272727273,9.052047189,4.70799955,0.003748597,0.131950601,0.126268518,riok1/nob1/rrp1,3,,,,,,,,,,,,,,,,,,,,,
CC,GO:0036464,cytoplasmic ribonucleoprotein granule,11/655,144/21740,0.076388889,2.535411366,3.258164191,0.004299198,0.137574321,0.131650068,tdrkh/ddx3xb/larp1b/uhmk1/tnrc6c1/ddx6/ybx1/zfand1/cnot3a/atxn2/ddx19b,11,,,,,,,,,,,,,,,,,,,,,
CC,GO:0032588,trans-Golgi network membrane,4/655,25/21740,0.16,5.310534351,3.800798329,0.006240991,0.183069055,0.175185698,rab11fip3/scamp3/arfip1/slc30a5,4,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,6/655,57/21740,0.105263158,3.493772599,3.322677727,0.007207134,0.18791657,0.179824469,sec24c/sec16b/sec23a/slc30a5/sec24a/srebf1,6,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030136,clathrin-coated vesicle,8/655,94/21740,0.085106383,2.824752314,3.124875014,0.007473954,0.18791657,0.179824469,synrg/cltcb/hip1/picalma/clta/dbnlb/gak/dennd1a,8,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030127,COPII vesicle coat,3/655,18/21740,0.166666667,5.531806616,3.390090918,0.015852163,0.371997433,0.355978405,sec24c/sec23a/sec24a,3,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030120,vesicle coat,6/655,70/21740,0.085714286,2.844929117,2.724914487,0.01880467,0.385500112,0.368899629,sec24c/synrg/cltcb/sec23a/clta/sec24a,6,,,,,,,,,,,,,,,,,,,,,
CC,GO:0010494,cytoplasmic stress granule,5/655,52/21740,0.096153846,3.191426894,2.788512112,0.019821669,0.385500112,0.368899629,larp1b/ddx6/zfand1/atxn2/ddx19b,5,,,,,,,,,,,,,,,,,,,,,
CC,GO:0098791,Golgi apparatus subcompartment,13/655,226/21740,0.057522124,1.909207593,2.421644118,0.019937403,0.385500112,0.368899629,rab11fip3/si:dkey-218f9.10/st3gal2/scamp3/vamp4/atp2c1/golga2/dennd5a/arfip1/slc30a5/csgalnact1a/arl5a/phaf1,13,,,,,,,,,,,,,,,,,,,,,
CC,GO:0005802,trans-Golgi network,9/655,135/21740,0.066666667,2.212722646,2.491178604,0.021187893,0.385500112,0.368899629,rab11fip3/si:dkey-218f9.10/scamp3/vamp4/dennd5a/arfip1/slc30a5/arl5a/phaf1,9,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030658,transport vesicle membrane,10/655,159/21740,0.062893082,2.087474195,2.425690395,0.022478208,0.385500112,0.368899629,sec24c/sec16b/synrg/cltcb/sec23a/clta/slc30a5/sec24a/phaf1/srebf1,10,,,,,,,,,,,,,,,,,,,,,
CC,GO:0001726,ruffle,6/655,75/21740,0.08,2.655267176,2.530888524,0.025501217,0.385500112,0.368899629,si:zfos-588f8.1/tln2a/baiap2a/pacsin2/cobl/dbnlb,6,,,,,,,,,,,,,,,,,,,,,
CC,GO:0016605,PML body,4/655,38/21740,0.105263158,3.493772599,2.711767154,0.02681331,0.385500112,0.368899629,rnf111/hipk3b/n4bp1/rpa1,4,,,,,,,,,,,,,,,,,,,,,
CC,GO:0016604,nuclear body,10/655,164/21740,0.06097561,2.023831689,2.31962966,0.027118301,0.385500112,0.368899629,rnf111/hipk3b/srsf3b/rnf34b/cdk12/atoh8/n4bp1/srsf7a/rpa1/dkc1,10,,,,,,,,,,,,,,,,,,,,,
CC,GO:0012510,trans-Golgi network transport vesicle membrane,3/655,22/21740,0.136363636,4.526023595,2.916354197,0.027379269,0.385500112,0.368899629,synrg/cltcb/clta,3,,,,,,,,,,,,,,,,,,,,,
CC,GO:0030130,clathrin coat of trans-Golgi network vesicle,3/655,22/21740,0.136363636,4.526023595,2.916354197,0.027379269,0.385500112,0.368899629,synrg/cltcb/clta,3,,,,,,,,,,,,,,,,,,,,,
CC,GO:1902562,H4 histone acetyltransferase complex,4/655,42/21740,0.095238095,3.161032352,2.47075504,0.037039208,0.496723403,0.4753334,meaf6/kansl1l/kansl3/mrgbp,4,,,,,,,,,,,,,,,,,,,,,
CC,GO:0000159,protein phosphatase type 2A complex,3/655,25/21740,0.12,3.982900763,2.630162136,0.038276126,0.496723403,0.4753334,ppp2r5d/ppp2r2d/ptpa,3,,,,,,,,,,,,,,,,,,,,,
CC,GO:0045178,basal part of cell,9/655,151/21740,0.059602649,1.978261969,2.126086888,0.039512089,0.496723403,0.4753334,met/scrib/abcc1/palm1a/clasp1a/clcn2b/slc16a3a/slc39a14/phldb2b,9,,,,,,,,,,,,,,,,,,,,,
CC,GO:0000407,phagophore assembly site,3/655,26/21740,0.115384615,3.829712272,2.544559814,0.042329161,0.513788442,0.491663581,atg13/atg16l1/snx30,3,,,,,,,,,,,,,,,,,,,,,
CC,GO:0005884,actin filament,5/655,65/21740,0.076923077,2.553141515,2.210251949,0.046019048,0.532187629,0.509270459,pof1b/si:zfos-588f8.1/pdlim5b/diaph2/dbnlb,5,,,,,,,,,,,,,,,,,,,,,
CC,GO:0000123,histone acetyltransferase complex,6/655,87/21740,0.068965517,2.289023427,2.123317932,0.047540746,0.532187629,0.509270459,meaf6/jade2/kansl1l/kansl3/crebbpa/mrgbp,6,,,,,,,,,,,,,,,,,,,,,
CC,GO:0031010,ISWI-type complex,2/655,12/21740,0.166666667,5.531806616,2.767615438,0.048980732,0.532187629,0.509270459,baz1a/cecr2,2,,,,,,,,,,,,,,,,,,,,,
MF,GO:0005085,guanyl-nucleotide exchange factor activity,22/646,256/20660,0.0859375,2.748403638,5.05717504,1.96E-05,0.011682918,0.011140367,dennd11/ralgps2/rcc1l/dennd2b/dennd4a/dennd5a/dennd4c/arhgef12a/dennd5b/dock7/sbf1/rab3ip/plekhg2/rgl2/itsn1/mycbp2/farp2/dennd1a/lamtor3/rapgef1b/rapgef2b/sec61b,22,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019783,ubiquitin-like protein peptidase activity,13/646,120/20660,0.108333333,3.464654283,4.864636251,9.88E-05,0.021249349,0.020262537,otub1a/senp2/usp24/usp38/usp10/senp7b/usp45/lmo7a/usp20/usp43b/usp25/otud5b/usp33,13,,,,,,,,,,,,,,,,,,,,,
MF,GO:0004683,calcium/calmodulin-dependent protein kinase activity,7/646,36/20660,0.194444444,6.218610251,5.630197408,0.00010714,0.021249349,0.020262537,camk2g1/eef2k/mknk2b/mapkapk2a/camk1b/camk2d1/camk2g2,7,,,,,,,,,,,,,,,,,,,,,
MF,GO:0004843,cysteine-type deubiquitinase activity,11/646,97/20660,0.113402062,3.62675944,4.658723014,0.000222971,0.033167003,0.03162674,otub1a/usp24/usp38/usp10/usp45/lmo7a/usp20/usp43b/usp25/otud5b/usp33,11,,,,,,,,,,,,,,,,,,,,,
MF,GO:0101005,deubiquitinase activity,11/646,103/20660,0.106796117,3.415491899,4.41517873,0.00037777,0.039282053,0.037457809,otub1a/usp24/usp38/usp10/usp45/lmo7a/usp20/usp43b/usp25/otud5b/usp33,11,,,,,,,,,,,,,,,,,,,,,
MF,GO:0071949,FAD binding,7/646,44/20660,0.159090909,5.087953842,4.87679026,0.000396122,0.039282053,0.037457809,aox6/ldhd/acox3/ero1a/coq6/xdh/kmo,7,,,,,,,,,,,,,,,,,,,,,
MF,GO:0030276,clathrin binding,6/646,38/20660,0.157894737,5.04969855,4.489035736,0.001073987,0.091288929,0.087049505,cltcb/hip1/picalma/clta/tom1/gak,6,,,,,,,,,,,,,,,,,,,,,
MF,GO:0052745,inositol phosphate phosphatase activity,5/646,30/20660,0.166666667,5.330237358,4.264093067,0.002192444,0.16306302,0.155490434,synj1/impa1/zfand1/inpp5l/ocrl,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:0030374,nuclear receptor coactivator activity,4/646,19/20660,0.210526316,6.7329314,4.491507588,0.002523896,0.166857595,0.159108791,ppargc1b/carm1/ncoa6/zmiz2,4,,,,,,,,,,,,,,,,,,,,,
MF,GO:0050660,flavin adenine dinucleotide binding,9/646,98/20660,0.091836735,2.937069565,3.453262059,0.003588857,0.213536973,0.203620396,aox6/ldhd/zgc:85777/acox3/ero1a/coq6/xdh/mtrr/kmo,9,,,,,,,,,,,,,,,,,,,,,
MF,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,3/646,11/20660,0.272727273,8.722206586,4.60248313,0.004161199,0.216702861,0.206639261,pomt2/tmtc4/pomt1,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0035091,phosphatidylinositol binding,14/646,201/20660,0.069651741,2.227561881,3.141978295,0.004441696,0.216702861,0.206639261,exoc7/snx11/snx17/rubcn/washc2c/hip1/picalma/pard3ab/tom1/snx30/si:rp71-46j2.7/nisch/ttpa/dennd1a,14,,,,,,,,,,,,,,,,,,,,,
MF,GO:0032182,ubiquitin-like protein binding,8/646,84/20660,0.095238095,3.045849919,3.37549056,0.004734684,0.216702861,0.206639261,otub1a/tab2/rnf111/uevld/tom1/n4bp1/dcun1d2a/cbx4,8,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019842,vitamin binding,10/646,124/20660,0.080645161,2.579147109,3.168687885,0.005591101,0.234718572,0.223818329,tpk1/ogdhb/egln3/pdxdc1/plod2/pygmb/etnppl/ttpa/oat/tat,10,,,,,,,,,,,,,,,,,,,,,
MF,GO:0003712,transcription coregulator activity,20/646,343/20660,0.058309038,1.864806073,2.901616148,0.005917275,0.234718572,0.223818329,znf410/ncoa4/mybbp1a/gon4lb/taf15/mycbp/med15/crebbpa/med17/yaf2/hcfc1a/rereb/ppargc1b/fus/pbxip1a/carm1/ewsr1b/ncoa6/zmiz2/kmt2ca,20,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016791,phosphatase activity,21/646,372/20660,0.056451613,1.805402976,2.816235969,0.006975508,0.254677899,0.242850752,ptpn21/ptprt/dusp8a/synj1/tns1b/impa1/ssh2a/ctdsp2/mtmr14/ptprb/dusp4/zfand1/cdc14b/nt5c2a/inpp5l/ocrl/dusp12/nt5c2b/ppp2cb/tns1a/LOC100333163,21,,,,,,,,,,,,,,,,,,,,,
MF,GO:0005337,nucleoside transmembrane transporter activity,3/646,14/20660,0.214285714,6.853162318,3.935868531,0.008560602,0.254677899,0.242850752,slc29a3/slc25a26/slc28a1,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016671,oxidoreductase activity acting on a sulfur group of donors disulfide as acceptor,3/646,14/20660,0.214285714,6.853162318,3.935868531,0.008560602,0.254677899,0.242850752,msrb2/ero1a/dnajc10,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019211,phosphatase activator activity,3/646,14/20660,0.214285714,6.853162318,3.935868531,0.008560602,0.254677899,0.242850752,ppp2r5d/tiprl/ptpa,3,,,,,,,,,,,,,,,,,,,,,
