ONTOLOGY,ID,Description,pvalue_ASG_liver_AF,pvalue_ASG_liver_AR,pvalue_ASG_liver_FR,pvalue_DEG_liver_AF,pvalue_DEG_liver_AR,pvalue_DEG_liver_FR
MF,GO:0016791,phosphatase activity,0.044876924,0.006975508,NA,9.51e-5,0.006253946,3.1427e-4
MF,GO:0003746,translation elongation factor activity,0.045985567,NA,NA,NA,NA,NA
MF,GO:0140938,histone H3 methyltransferase activity,0.045985567,0.022840753,NA,0.040892109,NA,NA
MF,GO:0009975,cyclase activity,0.049931135,NA,NA,NA,NA,NA
BP,GO:0070646,protein modification by small protein removal,NA,3.57611e-4,NA,NA,NA,NA
BP,GO:0044272,sulfur compound biosynthetic process,NA,0.001042619,0.00483667,0.005166387,NA,0.025830549
BP,GO:0009069,serine family amino acid metabolic process,NA,0.001089472,NA,0.005106335,0.002917303,NA
BP,GO:1901606,alpha-amino acid catabolic process,NA,0.001710557,3.71e-5,3.56e-5,1.54e-5,NA
BP,GO:0042762,regulation of sulfur metabolic process,NA,0.003040612,NA,NA,NA,NA
BP,GO:0006897,endocytosis,NA,0.003248086,0.029517186,NA,NA,NA
BP,GO:0009063,amino acid catabolic process,NA,0.003327808,7.53e-5,1.7e-6,3.64e-6,NA
BP,GO:0006544,glycine metabolic process,NA,0.005321854,NA,0.019638806,0.035920704,NA
BP,GO:0046037,GMP metabolic process,NA,0.005321854,NA,NA,NA,NA
BP,GO:0097475,motor neuron migration,NA,0.005321854,NA,NA,NA,NA
BP,GO:0170033,L-amino acid metabolic process,NA,0.006962737,0.001270379,6.11e-6,3.43e-6,NA
BP,GO:1901605,alpha-amino acid metabolic process,NA,0.007467931,8.17971e-4,1.29e-7,1.1e-6,NA
BP,GO:0000041,transition metal ion transport,NA,0.008049486,NA,0.031649448,NA,NA
BP,GO:0140053,mitochondrial gene expression,NA,0.008049486,NA,9.52e-6,0.008531417,NA
BP,GO:0016973,poly(A)+ mRNA export from nucleus,NA,0.010269929,NA,NA,NA,NA
BP,GO:0046488,phosphatidylinositol metabolic process,NA,0.011054233,NA,NA,NA,NA
BP,GO:0035384,thioester biosynthetic process,NA,0.01138133,NA,NA,NA,0.022811818
BP,GO:0071616,acyl-CoA biosynthetic process,NA,0.01138133,NA,NA,NA,0.022811818
BP,GO:0043605,amide catabolic process,NA,0.012352353,8.5e-5,NA,NA,NA
BP,GO:0001764,neuron migration,NA,0.012375148,NA,NA,NA,NA
BP,GO:0006520,amino acid metabolic process,NA,0.014584801,4.09495e-4,7.09e-8,2.50815e-4,NA
BP,GO:0016311,dephosphorylation,NA,0.016033751,NA,NA,NA,9.59e-5
BP,GO:0170040,proteinogenic amino acid catabolic process,NA,0.016530929,0.001955198,9.74427e-4,4.94994e-4,NA
BP,GO:0048268,clathrin coat assembly,NA,0.017191511,NA,NA,NA,NA
BP,GO:0061074,regulation of neural retina development,NA,0.017191511,0.030444893,NA,NA,NA
BP,GO:0010506,regulation of autophagy,NA,0.019374035,NA,NA,NA,NA
BP,GO:0042490,mechanoreceptor differentiation,NA,0.019654984,0.011382621,NA,NA,NA
BP,GO:0000963,mitochondrial RNA processing,NA,0.019952829,0.033688306,0.0010189,NA,NA
BP,GO:0098876,vesicle-mediated transport to the plasma membrane,NA,0.020361188,NA,NA,NA,NA
BP,GO:0170035,L-amino acid catabolic process,NA,0.021953364,0.002612213,3.81996e-4,4.10214e-4,NA
BP,GO:0006479,protein methylation,NA,0.022533241,NA,NA,NA,NA
BP,GO:0008213,protein alkylation,NA,0.022533241,NA,NA,NA,NA
BP,GO:0010212,response to ionizing radiation,NA,0.022533241,NA,NA,NA,NA
BP,GO:0019359,nicotinamide nucleotide biosynthetic process,NA,0.022943498,0.037059748000000003,NA,0.034780994,NA
BP,GO:0019363,pyridine nucleotide biosynthetic process,NA,0.022943498,0.037059748000000003,NA,0.034780994,NA
BP,GO:0060119,inner ear receptor cell development,NA,0.023989401,0.047570418,NA,NA,NA
BP,GO:0043434,response to peptide hormone,NA,0.024667783,NA,0.008454636,0.001213019,0.008735302
BP,GO:0001649,osteoblast differentiation,NA,0.024745174,NA,NA,NA,NA
BP,GO:0040001,establishment of mitotic spindle localization,NA,0.024745174,0.01750513,NA,NA,NA
BP,GO:0021696,cerebellar cortex morphogenesis,NA,0.026163618,0.04055456,NA,NA,NA
BP,GO:0072698,protein localization to microtubule cytoskeleton,NA,0.026163618,NA,NA,0.026789666,NA
BP,GO:0008286,insulin receptor signaling pathway,NA,0.027083569,NA,0.007787672,2.06958e-4,NA
BP,GO:0019674,NAD metabolic process,NA,0.027083569,0.018838328,0.04381516,0.022930526,NA
BP,GO:0072348,sulfur compound transport,NA,0.027083569,NA,NA,NA,NA
BP,GO:0006790,sulfur compound metabolic process,NA,0.027751785,0.003896499,0.010217745,0.00527918,1.48755e-4
BP,GO:0006661,phosphatidylinositol biosynthetic process,NA,0.029023227,NA,NA,NA,NA
BP,GO:0060872,semicircular canal development,NA,0.029549592,NA,NA,NA,0.016508892
BP,GO:0072583,clathrin-dependent endocytosis,NA,0.029549592,0.020226284,NA,NA,NA
BP,GO:0071375,cellular response to peptide hormone stimulus,NA,0.029949424,NA,0.029232452,0.003854885,0.035859263
BP,GO:0006470,protein dephosphorylation,NA,0.030162787,NA,NA,NA,1.38e-5
BP,GO:0008154,actin polymerization or depolymerization,NA,0.030162787,NA,NA,NA,NA
BP,GO:0010565,regulation of cellular ketone metabolic process,NA,0.032144181,NA,0.003635366,0.001138536,NA
BP,GO:0043414,macromolecule methylation,NA,0.032999677,NA,0.00467671,NA,NA
BP,GO:0021695,cerebellar cortex development,NA,0.033288931,0.047896229,NA,NA,NA
BP,GO:0009126,purine nucleoside monophosphate metabolic process,NA,0.034868048,NA,0.010601164,0.03345639,NA
BP,GO:0009167,purine ribonucleoside monophosphate metabolic process,NA,0.034868048,NA,0.010601164,0.03345639,NA
BP,GO:0046854,phosphatidylinositol phosphate biosynthetic process,NA,0.034868048,NA,NA,NA,NA
BP,GO:0001736,establishment of planar polarity,NA,0.036747865,NA,NA,NA,NA
BP,GO:0071108,protein K48-linked deubiquitination,NA,0.036747865,NA,NA,NA,NA
BP,GO:1903051,negative regulation of proteolysis involved in protein catabolic process,NA,0.036747865,NA,NA,NA,NA
BP,GO:1905477,positive regulation of protein localization to membrane,NA,0.036747865,NA,NA,NA,NA
BP,GO:0000096,sulfur amino acid metabolic process,NA,0.037190816,NA,NA,NA,NA
BP,GO:0006085,acetyl-CoA biosynthetic process,NA,0.037190816,NA,0.027655667,0.026789666,0.020381489
BP,GO:0045494,photoreceptor cell maintenance,NA,0.037721685,NA,0.00486281,NA,NA
BP,GO:0043648,dicarboxylic acid metabolic process,NA,0.038346909,0.002241536,3.87135e-4,4.68e-7,NA
BP,GO:0051258,protein polymerization,NA,0.040350573,NA,NA,NA,NA
BP,GO:0045727,positive regulation of translation,NA,0.04070537,NA,0.013413087,NA,NA
BP,GO:0032869,cellular response to insulin stimulus,NA,0.040746626,NA,0.012643584,9.62257e-4,NA
BP,GO:0001738,morphogenesis of a polarized epithelium,NA,0.041315653,NA,NA,0.012901144,NA
BP,GO:0006536,glutamate metabolic process,NA,0.041315653,0.0063791,0.048873462,0.003112511,NA
BP,GO:0072525,pyridine-containing compound biosynthetic process,NA,0.041315653,NA,NA,0.028346355,NA
BP,GO:0031329,regulation of cellular catabolic process,NA,0.041316212,NA,NA,0.037914358,NA
BP,GO:0007015,actin filament organization,NA,0.041523214,NA,NA,NA,NA
BP,GO:0048488,synaptic vesicle endocytosis,NA,0.043819171,NA,NA,NA,NA
BP,GO:0072384,organelle transport along microtubule,NA,0.043819171,NA,NA,NA,NA
BP,GO:0140238,presynaptic endocytosis,NA,0.043819171,NA,NA,NA,NA
BP,GO:1902414,protein localization to cell junction,NA,0.043819171,0.027988596,0.026459981,NA,NA
BP,GO:0007164,establishment of tissue polarity,NA,0.044006293,NA,NA,0.035920704,NA
BP,GO:0015858,nucleoside transport,NA,0.044006293,0.011741543,NA,NA,NA
BP,GO:0042908,xenobiotic transport,NA,0.044006293,NA,NA,NA,NA
BP,GO:1901642,nucleoside transmembrane transport,NA,0.044006293,0.011741543,NA,NA,NA
BP,GO:0010638,positive regulation of organelle organization,NA,0.044766554,NA,NA,NA,NA
BP,GO:0030041,actin filament polymerization,NA,0.046356662,NA,NA,NA,NA
BP,GO:0045944,positive regulation of transcription by RNA polymerase II,NA,0.04701215,NA,0.009839333,0.011037662,0.038519509
BP,GO:0051293,establishment of spindle localization,NA,0.047062956,0.029705189,0.027586673,0.03345639,NA
BP,GO:0051653,spindle localization,NA,0.047062956,0.029705189,0.027586673,0.03345639,NA
BP,GO:0016197,endosomal transport,NA,0.047756171,NA,NA,NA,NA
BP,GO:0006493,protein O-linked glycosylation,NA,0.048867795,NA,NA,NA,NA
CC,GO:0035770,ribonucleoprotein granule,NA,6.68878e-4,NA,NA,NA,NA
CC,GO:0030688,preribosome small subunit precursor,NA,0.003748597,NA,NA,NA,NA
CC,GO:0036464,cytoplasmic ribonucleoprotein granule,NA,0.004299198,NA,NA,NA,NA
CC,GO:0030136,clathrin-coated vesicle,NA,0.007473954,0.046051016,NA,NA,NA
CC,GO:0010494,cytoplasmic stress granule,NA,0.019821669,NA,NA,0.04931093,NA
CC,GO:0016605,PML body,NA,0.02681331,NA,NA,NA,NA
CC,GO:0016604,nuclear body,NA,0.027118301,NA,0.016100723,NA,NA
CC,GO:0012510,trans-Golgi network transport vesicle membrane,NA,0.027379269,0.03903544,NA,NA,NA
CC,GO:0030130,clathrin coat of trans-Golgi network vesicle,NA,0.027379269,0.03903544,NA,NA,NA
CC,GO:0000159,protein phosphatase type 2A complex,NA,0.038276126,NA,NA,NA,NA
CC,GO:0045178,basal part of cell,NA,0.039512089,0.021706169,NA,NA,NA
CC,GO:0005884,actin filament,NA,0.046019048,NA,NA,NA,NA
CC,GO:0031010,ISWI-type complex,NA,0.048980732,NA,NA,NA,NA
MF,GO:0005085,guanyl-nucleotide exchange factor activity,NA,1.96e-5,0.005257719,NA,NA,NA
MF,GO:0019783,ubiquitin-like protein peptidase activity,NA,9.88e-5,NA,NA,NA,NA
MF,GO:0030374,nuclear receptor coactivator activity,NA,0.002523896,NA,NA,NA,NA
MF,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,NA,0.004161199,NA,NA,NA,NA
MF,GO:0019842,vitamin binding,NA,0.005591101,0.038300129,7.84e-6,4.10598e-4,NA
MF,GO:0005337,nucleoside transmembrane transporter activity,NA,0.008560602,0.017910974,NA,NA,NA
MF,GO:0019211,phosphatase activator activity,NA,0.008560602,NA,NA,NA,NA
MF,GO:0072542,protein phosphatase activator activity,NA,0.008560602,NA,NA,NA,NA
MF,GO:0008234,cysteine-type peptidase activity,NA,0.009963959,NA,NA,NA,NA
MF,GO:0000062,fatty-acyl-CoA binding,NA,0.010455329,NA,NA,NA,NA
MF,GO:0120227,acyl-CoA binding,NA,0.010455329,NA,NA,NA,NA
MF,GO:1901567,fatty acid derivative binding,NA,0.010455329,NA,NA,NA,NA
MF,GO:0004721,phosphoprotein phosphatase activity,NA,0.011957802,NA,0.005570272,NA,1.07215e-4
MF,GO:0016722,oxidoreductase activity acting on metal ions,NA,0.012573462,NA,NA,NA,NA
MF,GO:0008483,transaminase activity,NA,0.015249171,NA,0.00221381,0.003435178,NA
MF,GO:0019888,protein phosphatase regulator activity,NA,0.016086548,NA,NA,NA,NA
MF,GO:0003779,actin binding,NA,0.017679124,NA,NA,NA,NA
MF,GO:0051536,iron-sulfur cluster binding,NA,0.018102771,NA,NA,NA,NA
MF,GO:0051540,metal cluster binding,NA,0.018102771,NA,NA,NA,NA
MF,GO:0003777,microtubule motor activity,NA,0.020735499,NA,NA,NA,NA
MF,GO:0016769,transferase activity transferring nitrogenous groups,NA,0.020889806,NA,NA,NA,NA
MF,GO:1901981,phosphatidylinositol phosphate binding,NA,0.021078515,NA,NA,NA,NA
MF,GO:0019208,phosphatase regulator activity,NA,0.022655504,NA,NA,NA,NA
MF,GO:1901505,carbohydrate derivative transmembrane transporter activity,NA,0.024592889,0.04450239,NA,0.04937615,NA
MF,GO:0016758,hexosyltransferase activity,NA,0.025363132,0.02177734,NA,NA,NA
MF,GO:0030170,pyridoxal phosphate binding,NA,0.028350529,0.048782716,0.004664694,0.036126429,NA
MF,GO:0070279,vitamin B6 binding,NA,0.028350529,0.048782716,0.004664694,0.036126429,NA
MF,GO:0008276,protein methyltransferase activity,NA,0.029252407,NA,NA,NA,NA
MF,GO:0042578,phosphoric ester hydrolase activity,NA,0.0303028,NA,4.80742e-4,0.006252726,3.12022e-4
MF,GO:0015932,nucleobase-containing compound transmembrane transporter activity,NA,0.030358191,NA,NA,NA,NA
MF,GO:0019205,nucleobase-containing compound kinase activity,NA,0.030358191,NA,NA,NA,NA
MF,GO:0003713,transcription coactivator activity,NA,0.031965472,NA,0.029752635,0.020608527,NA
MF,GO:0005078,MAP-kinase scaffold activity,NA,0.037194454,NA,NA,NA,NA
MF,GO:0019136,deoxynucleoside kinase activity,NA,0.037194454,NA,NA,NA,NA
MF,GO:0032050,clathrin heavy chain binding,NA,0.037194454,NA,NA,NA,NA
MF,GO:0016863,intramolecular oxidoreductase activity transposing C=C bonds,NA,0.044535178,NA,NA,NA,NA
MF,GO:0000030,mannosyltransferase activity,NA,0.046409518,NA,NA,NA,NA
BP,GO:0007005,mitochondrion organization,NA,NA,0.001022485,0.006524249,NA,NA
BP,GO:0043650,dicarboxylic acid biosynthetic process,NA,NA,0.001143314,0.045365635,0.002738884,NA
BP,GO:0007596,blood coagulation,NA,NA,0.002075306,0.016236521,NA,NA
BP,GO:0007599,hemostasis,NA,NA,0.002200903,0.018951892,NA,NA
BP,GO:0050817,coagulation,NA,NA,0.002469197,0.012947034,NA,NA
BP,GO:0006637,acyl-CoA metabolic process,NA,NA,0.002612213,0.034267041,NA,3.11539e-4
BP,GO:0035383,thioester metabolic process,NA,NA,0.002612213,0.034267041,NA,3.11539e-4
BP,GO:0007007,inner mitochondrial membrane organization,NA,NA,0.004166265,NA,NA,NA
BP,GO:0050878,regulation of body fluid levels,NA,NA,0.005845317,0.023043461,NA,NA
BP,GO:0042430,indole-containing compound metabolic process,NA,NA,0.0063791,NA,NA,NA
BP,GO:0070585,protein localization to mitochondrion,NA,NA,0.008775665,NA,NA,NA
BP,GO:0072655,establishment of protein localization to mitochondrion,NA,NA,0.008775665,NA,NA,NA
BP,GO:0043603,amide metabolic process,NA,NA,0.009635807,0.01177546,0.003333135,3.64e-5
BP,GO:0070189,kynurenine metabolic process,NA,NA,0.011741543,NA,NA,NA
BP,GO:0031017,exocrine pancreas development,NA,NA,0.011982834,NA,NA,NA
BP,GO:0035272,exocrine system development,NA,NA,0.011982834,NA,NA,NA
BP,GO:0170034,L-amino acid biosynthetic process,NA,NA,0.011982834,0.012139438,0.006547746,NA
BP,GO:0170038,proteinogenic amino acid biosynthetic process,NA,NA,0.011982834,0.012139438,0.006547746,NA
BP,GO:0002687,positive regulation of leukocyte migration,NA,NA,0.012716622,0.010370183,NA,NA
BP,GO:0048863,stem cell differentiation,NA,NA,0.013555199,0.004862294,0.030457537,2.8931e-4
BP,GO:0048899,anterior lateral line development,NA,NA,0.013948471,NA,NA,NA
BP,GO:1901607,alpha-amino acid biosynthetic process,NA,NA,0.015027257,0.013974016,0.015360505,NA
BP,GO:0006084,acetyl-CoA metabolic process,NA,NA,0.01750513,0.036830113,NA,2.10837e-4
BP,GO:1990542,mitochondrial transmembrane transport,NA,NA,0.018164391,0.011300582,0.010773503,NA
BP,GO:0048883,neuromast primordium migration,NA,NA,0.018838328,NA,NA,NA
BP,GO:0006851,mitochondrial calcium ion transmembrane transport,NA,NA,0.0188487,NA,NA,NA
BP,GO:0051262,protein tetramerization,NA,NA,0.020226284,NA,NA,NA
BP,GO:0072594,establishment of protein localization to organelle,NA,NA,0.020980369,NA,NA,NA
BP,GO:0021533,cell differentiation in hindbrain,NA,NA,0.021531115,NA,NA,NA
BP,GO:0021697,cerebellar cortex formation,NA,NA,0.021531115,NA,NA,NA
BP,GO:0050777,negative regulation of immune response,NA,NA,0.021531115,NA,NA,NA
BP,GO:0070527,platelet aggregation,NA,NA,0.021531115,NA,NA,NA
BP,GO:2000404,regulation of T cell migration,NA,NA,0.021531115,NA,NA,NA
BP,GO:0033365,protein localization to organelle,NA,NA,0.022527779,NA,0.009767402,NA
BP,GO:0006893,Golgi to plasma membrane transport,NA,NA,0.023166737,NA,NA,NA
BP,GO:0008652,amino acid biosynthetic process,NA,NA,0.023539834,0.021859511,0.040165152,NA
BP,GO:0009435,NAD biosynthetic process,NA,NA,0.02436135,NA,NA,NA
BP,GO:0043248,proteasome assembly,NA,NA,0.02436135,NA,NA,NA
BP,GO:0045685,regulation of glial cell differentiation,NA,NA,0.02436135,NA,NA,NA
BP,GO:2000401,regulation of lymphocyte migration,NA,NA,0.02436135,NA,NA,NA
BP,GO:0060218,hematopoietic stem cell differentiation,NA,NA,0.024491255,3.01992e-4,0.022538162,NA
BP,GO:0032880,regulation of protein localization,NA,NA,0.025369791,NA,NA,0.034737043
BP,GO:0090090,negative regulation of canonical Wnt signaling pathway,NA,NA,0.025757105,NA,NA,NA
BP,GO:0016064,immunoglobulin mediated immune response,NA,NA,0.026326573,NA,NA,NA
BP,GO:0019724,B cell mediated immunity,NA,NA,0.026326573,NA,NA,NA
BP,GO:0005976,polysaccharide metabolic process,NA,NA,0.026911224,NA,NA,NA
BP,GO:0031396,regulation of protein ubiquitination,NA,NA,0.029705189,NA,NA,NA
BP,GO:0000266,mitochondrial fission,NA,NA,0.030444893,NA,NA,NA
BP,GO:0042407,cristae formation,NA,NA,0.030444893,NA,NA,NA
BP,GO:0048898,anterior lateral line system development,NA,NA,0.030444893,0.003366072,NA,NA
BP,GO:0072678,T cell migration,NA,NA,0.030444893,NA,NA,NA
BP,GO:0016053,organic acid biosynthetic process,NA,NA,0.031016631,4.41e-6,6.79e-5,0.021717105
BP,GO:0035315,hair cell differentiation,NA,NA,0.031833896,NA,NA,NA
BP,GO:0048871,multicellular organismal-level homeostasis,NA,NA,0.032117497,6.41e-5,3.58776e-4,NA
BP,GO:0000271,polysaccharide biosynthetic process,NA,NA,0.033301353,NA,NA,NA
BP,GO:0001819,positive regulation of cytokine production,NA,NA,0.033301353,NA,0.031700746,NA
BP,GO:0006626,protein targeting to mitochondrion,NA,NA,0.033301353,NA,NA,NA
BP,GO:1901873,regulation of post-translational protein modification,NA,NA,0.033301353,NA,NA,NA
BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,NA,NA,0.033301353,NA,NA,NA
BP,GO:0000272,polysaccharide catabolic process,NA,NA,0.033688306,NA,NA,NA
BP,GO:0005980,glycogen catabolic process,NA,NA,0.033688306,NA,NA,NA
BP,GO:0009067,aspartate family amino acid biosynthetic process,NA,NA,0.033688306,NA,NA,NA
BP,GO:0009251,glucan catabolic process,NA,NA,0.033688306,NA,NA,NA
BP,GO:0034340,response to type I interferon,NA,NA,0.033688306,NA,NA,NA
BP,GO:0060337,type I interferon-mediated signaling pathway,NA,NA,0.033688306,NA,NA,NA
BP,GO:0071357,cellular response to type I interferon,NA,NA,0.033688306,NA,NA,NA
BP,GO:0001894,tissue homeostasis,NA,NA,0.035272495,1.21006e-4,0.007486476,NA
BP,GO:0003407,neural retina development,NA,NA,0.036015948,NA,NA,NA
BP,GO:0009084,glutamine family amino acid biosynthetic process,NA,NA,0.037059748000000003,NA,NA,NA
BP,GO:0060122,inner ear receptor cell stereocilium organization,NA,NA,0.037059748000000003,NA,NA,NA
BP,GO:0097250,mitochondrial respirasome assembly,NA,NA,0.038682825,NA,NA,NA
BP,GO:0006839,mitochondrial transport,NA,NA,0.03981647,0.014778208,0.007836462,NA
BP,GO:0060249,anatomical structure homeostasis,NA,NA,0.03981647,9.62e-5,0.005344981,NA
BP,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,NA,NA,0.04055456,NA,NA,NA
BP,GO:0001947,heart looping,NA,NA,0.040885637,0.0117787,NA,NA
BP,GO:0060828,regulation of canonical Wnt signaling pathway,NA,NA,0.040885637,NA,0.008057445,NA
BP,GO:0006766,vitamin metabolic process,NA,NA,0.041138577,0.002406445,4.37732e-4,NA
BP,GO:0030514,negative regulation of BMP signaling pathway,NA,NA,0.043230401,NA,NA,NA
BP,GO:0170036,import into the mitochondrion,NA,NA,0.043230401,0.030446967,NA,NA
BP,GO:0061484,hematopoietic stem cell homeostasis,NA,NA,0.044168199,NA,NA,NA
BP,GO:0072676,lymphocyte migration,NA,NA,0.044168199,NA,NA,NA
BP,GO:0048706,embryonic skeletal system development,NA,NA,0.045907263,0.027337045,NA,0.014141401
BP,GO:0030150,protein import into mitochondrial matrix,NA,NA,0.047896229,NA,NA,NA
BP,GO:0002244,hematopoietic progenitor cell differentiation,NA,NA,0.04837246,6.49298e-4,0.008290009,0.046887438
CC,GO:0005743,mitochondrial inner membrane,NA,NA,8.0092e-4,0.001050328,1.26304e-4,0.00667471
CC,GO:0030118,clathrin coat,NA,NA,0.001033864,NA,NA,NA
CC,GO:0019866,organelle inner membrane,NA,NA,0.001381673,8.53604e-4,3.46e-5,0.005611616
CC,GO:0030132,clathrin coat of coated pit,NA,NA,0.002370453,NA,NA,NA
CC,GO:0032580,Golgi cisterna membrane,NA,NA,0.003087923,NA,NA,NA
CC,GO:0005795,Golgi stack,NA,NA,0.003487867,NA,NA,NA
CC,GO:0031985,Golgi cisterna,NA,NA,0.006130321,NA,NA,NA
CC,GO:0030131,clathrin adaptor complex,NA,NA,0.009691667,NA,NA,NA
CC,GO:0030117,membrane coat,NA,NA,0.011313616,NA,NA,NA
CC,GO:0048475,coated membrane,NA,NA,0.011313616,NA,NA,NA
CC,GO:0045334,clathrin-coated endocytic vesicle,NA,NA,0.014338289,NA,NA,NA
CC,GO:0031594,neuromuscular junction,NA,NA,0.016571528,NA,NA,NA
CC,GO:0030125,clathrin vesicle coat,NA,NA,0.016906015,NA,NA,NA
CC,GO:0030119,AP-type membrane coat adaptor complex,NA,NA,0.018125058,NA,NA,NA
CC,GO:0090575,RNA polymerase II transcription regulator complex,NA,NA,0.019304273,NA,NA,NA
CC,GO:0022627,cytosolic small ribosomal subunit,NA,NA,0.019391757,NA,NA,NA
CC,GO:0098800,inner mitochondrial membrane protein complex,NA,NA,0.024936315,NA,NA,NA
CC,GO:0005759,mitochondrial matrix,NA,NA,0.02984632,2.99e-11,2.26e-5,0.003713483
CC,GO:0030665,clathrin-coated vesicle membrane,NA,NA,0.031244086,NA,NA,NA
CC,GO:0030867,rough endoplasmic reticulum membrane,NA,NA,0.032710662,NA,NA,NA
CC,GO:0005905,clathrin-coated pit,NA,NA,0.04018939,NA,NA,NA
CC,GO:0044391,ribosomal subunit,NA,NA,0.040382181,0.010948814,0.036992169,0.002284683
CC,GO:0005840,ribosome,NA,NA,0.043649567,0.005320481,0.012382917,0.013551648
CC,GO:0098798,mitochondrial protein-containing complex,NA,NA,0.044874674,4.18e-6,0.027458227,NA
CC,GO:0005667,transcription regulator complex,NA,NA,0.047242883,NA,NA,NA
MF,GO:0004712,protein serine/threonine/tyrosine kinase activity,NA,NA,0.015100561,NA,NA,NA
MF,GO:0016702,oxidoreductase activity acting on single donors with incorporation of molecular oxygen incorporation of two atoms of oxygen,NA,NA,0.017541468,NA,NA,NA
MF,GO:0008139,nuclear localization sequence binding,NA,NA,0.020465424,NA,NA,NA
MF,GO:0019894,kinesin binding,NA,NA,0.020465424,NA,NA,NA
MF,GO:0016627,oxidoreductase activity acting on the CH-CH group of donors,NA,NA,0.021565472,NA,NA,NA
MF,GO:0008376,acetylgalactosaminyltransferase activity,NA,NA,0.021590981,NA,NA,NA
MF,GO:0016701,oxidoreductase activity acting on single donors with incorporation of molecular oxygen,NA,NA,0.021590981,NA,NA,NA
MF,GO:0005227,calcium-activated cation channel activity,NA,NA,0.023161769,NA,NA,NA
MF,GO:0003995,acyl-CoA dehydrogenase activity,NA,NA,0.025995239,0.04401506,0.015549132,NA
MF,GO:0052890,oxidoreductase activity acting on the CH-CH group of donors with a flavin as acceptor,NA,NA,0.025995239,NA,NA,NA
MF,GO:0003735,structural constituent of ribosome,NA,NA,0.026027684,0.038274756,NA,0.005424953
MF,GO:0022839,monoatomic ion-gated channel activity,NA,NA,0.028961174,NA,NA,NA
MF,GO:0004180,carboxypeptidase activity,NA,NA,0.034669689,NA,NA,NA
MF,GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,NA,NA,0.035272336,NA,NA,NA
MF,GO:0017056,structural constituent of nuclear pore,NA,NA,0.035272336,NA,NA,NA
MF,GO:0032266,phosphatidylinositol-3-phosphate binding,NA,NA,0.042060092,NA,NA,NA
MF,GO:0016757,glycosyltransferase activity,NA,NA,0.043171853,NA,NA,NA
BP,GO:0042254,ribosome biogenesis,NA,NA,NA,6.53e-18,0.00164542,0.003650058
BP,GO:0006364,rRNA processing,NA,NA,NA,2.02e-17,0.009290857,0.007446751
BP,GO:0016072,rRNA metabolic process,NA,NA,NA,3.64e-17,0.02513233,0.006770004
CC,GO:0005730,nucleolus,NA,NA,NA,1.36e-16,0.001163815,0.013820121
BP,GO:0022613,ribonucleoprotein complex biogenesis,NA,NA,NA,2.67e-13,0.004948373,0.020202839
CC,GO:0030684,preribosome,NA,NA,NA,3.11e-10,0.028655119,0.008992565
CC,GO:0005839,proteasome core complex,NA,NA,NA,3.33e-10,1.59e-7,NA
CC,GO:0032040,small-subunit processome,NA,NA,NA,1.73e-8,NA,4.42579e-4
CC,GO:0000502,proteasome complex,NA,NA,NA,2.45e-8,0.001047049,NA
CC,GO:0098687,chromosomal region,NA,NA,NA,2.65e-8,9.67e-8,NA
BP,GO:0051301,cell division,NA,NA,NA,4.36e-8,7.38e-8,NA
BP,GO:0042273,ribosomal large subunit biogenesis,NA,NA,NA,5.95e-8,2.5259e-4,NA
CC,GO:0000779,"condensed chromosome, centromeric region",NA,NA,NA,1.86e-7,3.06e-10,NA
CC,GO:0000775,"chromosome, centromeric region",NA,NA,NA,1.88e-7,1.08e-8,NA
CC,GO:0019774,"proteasome core complex, beta-subunit complex",NA,NA,NA,2.56e-7,6.26e-7,NA
CC,GO:1905369,endopeptidase complex,NA,NA,NA,1.18e-6,0.009722379,NA
CC,GO:0000776,kinetochore,NA,NA,NA,1.2e-6,3.33e-9,NA
BP,GO:1903047,mitotic cell cycle process,NA,NA,NA,1.46e-6,1.48e-7,NA
CC,GO:1905368,peptidase complex,NA,NA,NA,1.52e-6,0.012762771,NA
BP,GO:0007059,chromosome segregation,NA,NA,NA,1.65e-6,2.48e-10,NA
CC,GO:0000313,organellar ribosome,NA,NA,NA,1.69e-6,0.016119466,NA
CC,GO:0005761,mitochondrial ribosome,NA,NA,NA,1.69e-6,0.016119466,NA
CC,GO:0000793,condensed chromosome,NA,NA,NA,2.17e-6,2.11e-9,NA
BP,GO:0055086,nucleobase-containing small molecule metabolic process,NA,NA,NA,3.14e-6,6.05e-7,0.003961582
BP,GO:0042274,ribosomal small subunit biogenesis,NA,NA,NA,3.26e-6,NA,0.006599447
MF,GO:0140098,"catalytic activity, acting on RNA",NA,NA,NA,3.41e-6,NA,NA
BP,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,NA,NA,5.27e-6,NA,NA
BP,GO:0000470,maturation of LSU-rRNA,NA,NA,NA,5.27e-6,0.001375628,NA
BP,GO:0046394,carboxylic acid biosynthetic process,NA,NA,NA,6.75e-6,1.1087e-4,0.020043129
CC,GO:0000314,organellar small ribosomal subunit,NA,NA,NA,7.37e-6,0.004325961,NA
