ONTOLOGY,ID,Description,pvalue_ASG_liver_AF,pvalue_ASG_liver_AR,pvalue_ASG_liver_FR,pvalue_DEG_liver_AF,pvalue_DEG_liver_AR,pvalue_DEG_liver_FR
BP,GO:1905039,carboxylic acid transmembrane transport,NA,NA,NA,0.017257173,0.022970711,NA
BP,GO:1902532,negative regulation of intracellular signal transduction,NA,NA,NA,0.017414741,0.004061526,5.41056e-4
MF,GO:0005496,steroid binding,NA,NA,NA,0.017485672,NA,NA
MF,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,NA,NA,NA,0.017589208,NA,NA
BP,GO:0007224,smoothened signaling pathway,NA,NA,NA,0.017626659,NA,NA
MF,GO:0005319,lipid transporter activity,NA,NA,NA,0.017711208,NA,NA
MF,GO:0008170,N-methyltransferase activity,NA,NA,NA,0.017953231,NA,NA
BP,GO:0008593,regulation of Notch signaling pathway,NA,NA,NA,0.018599582,NA,NA
MF,GO:0003682,chromatin binding,NA,NA,NA,0.018736016,0.002493666,NA
BP,GO:0009165,nucleotide biosynthetic process,NA,NA,NA,0.01891039,0.005167933,NA
BP,GO:0048732,gland development,NA,NA,NA,0.018933318,0.007179467,0.003722336
MF,GO:0140939,histone H4 methyltransferase activity,NA,NA,NA,0.019006281,NA,NA
CC,GO:0033180,"proton-transporting V-type ATPase, V1 domain",NA,NA,NA,0.019247214,0.035443208,NA
BP,GO:0008300,isoprenoid catabolic process,NA,NA,NA,0.019638806,NA,NA
BP,GO:0042574,retinal metabolic process,NA,NA,NA,0.019638806,0.035920704,NA
BP,GO:1902475,L-alpha-amino acid transmembrane transport,NA,NA,NA,0.019719616,0.034728444,NA
BP,GO:0002011,morphogenesis of an epithelial sheet,NA,NA,NA,0.019855175,0.017404056,NA
BP,GO:0006595,polyamine metabolic process,NA,NA,NA,0.019863141,NA,0.002013021
BP,GO:0006743,ubiquinone metabolic process,NA,NA,NA,0.019863141,NA,0.017404739
BP,GO:0006744,ubiquinone biosynthetic process,NA,NA,NA,0.019863141,NA,0.017404739
BP,GO:0009226,nucleotide-sugar biosynthetic process,NA,NA,NA,0.019863141,NA,NA
BP,GO:0009309,amine biosynthetic process,NA,NA,NA,0.019863141,NA,NA
BP,GO:0033260,nuclear DNA replication,NA,NA,NA,0.019863141,8.75338e-4,NA
BP,GO:0042401,biogenic amine biosynthetic process,NA,NA,NA,0.019863141,NA,NA
BP,GO:0051985,negative regulation of chromosome segregation,NA,NA,NA,0.019863141,1.32318e-4,NA
BP,GO:0060232,delamination,NA,NA,NA,0.019863141,NA,NA
BP,GO:1901661,quinone metabolic process,NA,NA,NA,0.019863141,NA,0.017404739
BP,GO:1901663,quinone biosynthetic process,NA,NA,NA,0.019863141,NA,0.017404739
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,NA,NA,NA,0.019863141,1.32318e-4,NA
BP,GO:1905819,negative regulation of chromosome separation,NA,NA,NA,0.019863141,1.32318e-4,NA
BP,GO:0007179,transforming growth factor beta receptor signaling pathway,NA,NA,NA,0.019863863,NA,0.042698408
BP,GO:0071559,response to transforming growth factor beta,NA,NA,NA,0.019863863,NA,0.042698408
BP,GO:0071560,cellular response to transforming growth factor beta stimulus,NA,NA,NA,0.019863863,NA,0.042698408
MF,GO:0042054,histone methyltransferase activity,NA,NA,NA,0.020293674,NA,NA
BP,GO:0001525,angiogenesis,NA,NA,NA,0.02050923,0.019093669,NA
BP,GO:0042246,tissue regeneration,NA,NA,NA,0.020860094,0.010186785,0.014928803
CC,GO:0051233,spindle midzone,NA,NA,NA,0.021013013,9.31544e-4,NA
MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",NA,NA,NA,0.021312006,8.85174e-4,NA
BP,GO:0048514,blood vessel morphogenesis,NA,NA,NA,0.021633918,0.039917814,0.043694869
CC,GO:0000781,"chromosome, telomeric region",NA,NA,NA,0.021740465,NA,NA
BP,GO:0006414,translational elongation,NA,NA,NA,0.021859511,0.040165152,NA
BP,GO:0031109,microtubule polymerization or depolymerization,NA,NA,NA,0.021859511,NA,NA
BP,GO:0052548,regulation of endopeptidase activity,NA,NA,NA,0.021859511,NA,NA
MF,GO:0004519,endonuclease activity,NA,NA,NA,0.022075005,NA,NA
MF,GO:0140097,"catalytic activity, acting on DNA",NA,NA,NA,0.022151757,NA,NA
BP,GO:0008033,tRNA processing,NA,NA,NA,0.022343288,NA,NA
BP,GO:0045746,negative regulation of Notch signaling pathway,NA,NA,NA,0.022348428,NA,NA
BP,GO:2000116,regulation of cysteine-type endopeptidase activity,NA,NA,NA,0.022438578,NA,NA
BP,GO:0051302,regulation of cell division,NA,NA,NA,0.022514067,0.013812368,NA
BP,GO:0060041,retina development in camera-type eye,NA,NA,NA,0.023156024,NA,NA
BP,GO:0006029,proteoglycan metabolic process,NA,NA,NA,0.023441194,NA,NA
BP,GO:0045862,positive regulation of proteolysis,NA,NA,NA,0.023441194,NA,NA
MF,GO:0120013,lipid transfer activity,NA,NA,NA,0.023730567,NA,NA
BP,GO:0001895,retina homeostasis,NA,NA,NA,0.023865603,NA,NA
MF,GO:0016408,C-acyltransferase activity,NA,NA,NA,0.024009725,0.031197333,NA
MF,GO:0017116,single-stranded DNA helicase activity,NA,NA,NA,0.024009725,0.031197333,NA
MF,GO:0031210,phosphatidylcholine binding,NA,NA,NA,0.024009725,NA,NA
MF,GO:0070403,NAD+ binding,NA,NA,NA,0.024009725,0.001167299,NA
BP,GO:0060027,convergent extension involved in gastrulation,NA,NA,NA,0.024214942,NA,NA
BP,GO:1901136,carbohydrate derivative catabolic process,NA,NA,NA,0.024884421,NA,NA
BP,GO:0000097,sulfur amino acid biosynthetic process,NA,NA,NA,0.024900026,NA,NA
BP,GO:0001678,intracellular glucose homeostasis,NA,NA,NA,0.024900026,0.031665391,0.010028025
BP,GO:0006271,DNA strand elongation involved in DNA replication,NA,NA,NA,0.024900026,NA,NA
BP,GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,NA,NA,NA,0.024900026,NA,NA
BP,GO:0042953,lipoprotein transport,NA,NA,NA,0.024900026,NA,NA
BP,GO:0044872,lipoprotein localization,NA,NA,NA,0.024900026,NA,NA
BP,GO:0071025,RNA surveillance,NA,NA,NA,0.024900026,NA,NA
BP,GO:0098508,endothelial to hematopoietic transition,NA,NA,NA,0.024900026,NA,NA
BP,GO:0003143,embryonic heart tube morphogenesis,NA,NA,NA,0.025236887,NA,NA
BP,GO:0006090,pyruvate metabolic process,NA,NA,NA,0.025425041,0.00132472,NA
MF,GO:0015179,L-amino acid transmembrane transporter activity,NA,NA,NA,0.025490929,NA,NA
BP,GO:0022408,negative regulation of cell-cell adhesion,NA,NA,NA,0.025537686,NA,NA
BP,GO:0048562,embryonic organ morphogenesis,NA,NA,NA,0.02563838,0.004629884,0.028563268
BP,GO:0048872,homeostasis of number of cells,NA,NA,NA,0.025843495,0.04438371,NA
MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",NA,NA,NA,0.026150702,NA,NA
MF,GO:0050661,NADP binding,NA,NA,NA,0.026150702,0.001100089,NA
CC,GO:0005814,centriole,NA,NA,NA,0.026335275,0.026552152,NA
BP,GO:0040029,epigenetic regulation of gene expression,NA,NA,NA,0.026541062,NA,NA
BP,GO:0048821,erythrocyte development,NA,NA,NA,0.026836829,0.006547746,NA
MF,GO:0016831,carboxy-lyase activity,NA,NA,NA,0.027079756,0.014656247,NA
BP,GO:0021782,glial cell development,NA,NA,NA,0.027206249,NA,NA
BP,GO:0007249,canonical NF-kappaB signal transduction,NA,NA,NA,0.027438778,NA,NA
BP,GO:0009066,aspartate family amino acid metabolic process,NA,NA,NA,0.027586673,NA,NA
MF,GO:0034061,DNA polymerase activity,NA,NA,NA,0.027636895,NA,NA
MF,GO:0043178,alcohol binding,NA,NA,NA,0.027648093,NA,NA
BP,GO:0034508,centromere complex assembly,NA,NA,NA,0.027655667,2.32821e-4,NA
BP,GO:0035904,aorta development,NA,NA,NA,0.027655667,NA,NA
BP,GO:0042541,hemoglobin biosynthetic process,NA,NA,NA,0.027655667,0.026789666,NA
BP,GO:0046461,neutral lipid catabolic process,NA,NA,NA,0.027655667,0.026789666,NA
BP,GO:0046464,acylglycerol catabolic process,NA,NA,NA,0.027655667,0.026789666,NA
MF,GO:0019901,protein kinase binding,NA,NA,NA,0.027905515,NA,NA
CC,GO:0005838,proteasome regulatory particle,NA,NA,NA,0.028055204,NA,NA
CC,GO:0005876,spindle microtubule,NA,NA,NA,0.028055204,2.70864e-4,0.033603534
BP,GO:0042168,heme metabolic process,NA,NA,NA,0.028472776,NA,NA
CC,GO:0010008,endosome membrane,NA,NA,NA,0.028712434,NA,NA
MF,GO:0015605,organophosphate ester transmembrane transporter activity,NA,NA,NA,0.028714839,0.003407309,NA
BP,GO:0000959,mitochondrial RNA metabolic process,NA,NA,NA,0.028813674,NA,NA
BP,GO:0001101,response to acid chemical,NA,NA,NA,0.028813674,NA,NA
BP,GO:0010950,positive regulation of endopeptidase activity,NA,NA,NA,0.028813674,NA,NA
BP,GO:0010952,positive regulation of peptidase activity,NA,NA,NA,0.028813674,NA,NA
BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,NA,NA,NA,0.028813674,NA,NA
BP,GO:0043200,response to amino acid,NA,NA,NA,0.028813674,NA,NA
BP,GO:1901890,positive regulation of cell junction assembly,NA,NA,NA,0.028813674,NA,NA
BP,GO:0010564,regulation of cell cycle process,NA,NA,NA,0.029539978,0.024462789,NA
BP,GO:0031023,microtubule organizing center organization,NA,NA,NA,0.029663894,0.001983055,NA
BP,GO:0043085,positive regulation of catalytic activity,NA,NA,NA,0.029772009,0.025205836,NA
BP,GO:0048884,neuromast development,NA,NA,NA,0.029772009,0.012850294,0.026745447
BP,GO:0030218,erythrocyte differentiation,NA,NA,NA,0.030142079,0.017792672,0.024371527
CC,GO:0000940,outer kinetochore,NA,NA,NA,0.030260583,1.62579e-4,NA
MF,GO:0019887,protein kinase regulator activity,NA,NA,NA,0.030266253,NA,NA
BP,GO:0045892,negative regulation of DNA-templated transcription,NA,NA,NA,0.030394676,0.003661641,NA
BP,GO:1902679,negative regulation of RNA biosynthetic process,NA,NA,NA,0.030394676,0.003661641,NA
BP,GO:0042440,pigment metabolic process,NA,NA,NA,0.030446967,0.025330642,NA
BP,GO:0060349,bone morphogenesis,NA,NA,NA,0.030446967,NA,NA
MF,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",NA,NA,NA,0.030521427,0.001272303,NA
BP,GO:0006000,fructose metabolic process,NA,NA,NA,0.03085227,NA,NA
BP,GO:0006002,fructose 6-phosphate metabolic process,NA,NA,NA,0.03085227,NA,NA
BP,GO:0015816,glycine transport,NA,NA,NA,0.03085227,NA,NA
BP,GO:0021535,cell migration in hindbrain,NA,NA,NA,0.03085227,NA,NA
BP,GO:0036089,cleavage furrow formation,NA,NA,NA,0.03085227,NA,NA
BP,GO:0045638,negative regulation of myeloid cell differentiation,NA,NA,NA,0.03085227,NA,NA
BP,GO:0045880,positive regulation of smoothened signaling pathway,NA,NA,NA,0.03085227,NA,NA
BP,GO:0046349,amino sugar biosynthetic process,NA,NA,NA,0.03085227,NA,NA
BP,GO:0051231,spindle elongation,NA,NA,NA,0.03085227,0.001546218,NA
BP,GO:0051383,kinetochore organization,NA,NA,NA,0.03085227,1.66893e-4,NA
BP,GO:0009150,purine ribonucleotide metabolic process,NA,NA,NA,0.031230141,0.003316476,NA
BP,GO:0016567,protein ubiquitination,NA,NA,NA,0.031362503,0.031105236,NA
BP,GO:0035050,embryonic heart tube development,NA,NA,NA,0.031518407,NA,NA
BP,GO:0038202,TORC1 signaling,NA,NA,NA,0.031745301,NA,NA
MF,GO:0031072,heat shock protein binding,NA,NA,NA,0.032052404,NA,NA
MF,GO:1901682,sulfur compound transmembrane transporter activity,NA,NA,NA,0.032273197000000003,0.014749926,NA
BP,GO:0007623,circadian rhythm,NA,NA,NA,0.032314286,NA,NA
BP,GO:0051094,positive regulation of developmental process,NA,NA,NA,0.033311954,NA,NA
BP,GO:0003333,amino acid transmembrane transport,NA,NA,NA,0.03345274,0.021243016,NA
BP,GO:0046434,organophosphate catabolic process,NA,NA,NA,0.033892668,0.005320459,NA
MF,GO:0000295,adenine nucleotide transmembrane transporter activity,NA,NA,NA,0.034212511,0.010141766,NA
MF,GO:0004559,alpha-mannosidase activity,NA,NA,NA,0.034212511,0.041725117,NA
MF,GO:0005024,transforming growth factor beta receptor activity,NA,NA,NA,0.034212511,NA,NA
MF,GO:0015216,purine nucleotide transmembrane transporter activity,NA,NA,NA,0.034212511,0.010141766,NA
BP,GO:0048285,organelle fission,NA,NA,NA,0.034236733,1.18e-5,NA
BP,GO:0032984,protein-containing complex disassembly,NA,NA,NA,0.034388404,NA,NA
BP,GO:0030203,glycosaminoglycan metabolic process,NA,NA,NA,0.034563939,NA,0.040064421
CC,GO:0030880,RNA polymerase complex,NA,NA,NA,0.034854423,NA,NA
MF,GO:0070566,adenylyltransferase activity,NA,NA,NA,0.035192045,NA,NA
BP,GO:0006692,prostanoid metabolic process,NA,NA,NA,0.035435591,NA,NA
BP,GO:0006693,prostaglandin metabolic process,NA,NA,NA,0.035435591,NA,NA
BP,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,NA,NA,NA,0.035435591,NA,NA
BP,GO:0042559,pteridine-containing compound biosynthetic process,NA,NA,NA,0.035435591,0.001979251,NA
BP,GO:0046112,nucleobase biosynthetic process,NA,NA,NA,0.035435591,0.042332224,NA
BP,GO:0060896,neural plate pattern specification,NA,NA,NA,0.035435591,0.010331725,NA
BP,GO:1903036,positive regulation of response to wounding,NA,NA,NA,0.035435591,NA,NA
BP,GO:0006458,'de novo' protein folding,NA,NA,NA,0.035573482,NA,NA
BP,GO:0038061,non-canonical NF-kappaB signal transduction,NA,NA,NA,0.035573482,NA,NA
BP,GO:0071383,cellular response to steroid hormone stimulus,NA,NA,NA,0.035573482,NA,NA
BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,NA,NA,NA,0.035573482,0.001728469,NA
MF,GO:0042800,histone H3K4 methyltransferase activity,NA,NA,NA,0.03598234,0.002013945,NA
BP,GO:0061061,muscle structure development,NA,NA,NA,0.036320488,NA,NA
BP,GO:0007368,determination of left/right symmetry,NA,NA,NA,0.036334132,NA,NA
CC,GO:1905354,exoribonuclease complex,NA,NA,NA,0.036407825,NA,NA
BP,GO:0072522,purine-containing compound biosynthetic process,NA,NA,NA,0.036685668,0.004414945,0.015063614
MF,GO:1990782,protein tyrosine kinase binding,NA,NA,NA,0.036865904,NA,NA
BP,GO:0070848,response to growth factor,NA,NA,NA,0.037077117,NA,NA
BP,GO:0035966,response to topologically incorrect protein,NA,NA,NA,0.037100197,NA,NA
BP,GO:0051345,positive regulation of hydrolase activity,NA,NA,NA,0.037100197,NA,NA
CC,GO:0005875,microtubule associated complex,NA,NA,NA,0.037197247,NA,NA
BP,GO:0019432,triglyceride biosynthetic process,NA,NA,NA,0.037283415,0.034780994,NA
BP,GO:0046460,neutral lipid biosynthetic process,NA,NA,NA,0.037283415,0.034780994,NA
BP,GO:0046463,acylglycerol biosynthetic process,NA,NA,NA,0.037283415,0.034780994,NA
BP,GO:0051246,regulation of protein metabolic process,NA,NA,NA,0.037427847,0.011360004,0.025895883
BP,GO:0030537,larval behavior,NA,NA,NA,0.037530034,0.002069573,NA
BP,GO:0034502,protein localization to chromosome,NA,NA,NA,0.037530034,4.35703e-4,NA
BP,GO:0043401,steroid hormone receptor signaling pathway,NA,NA,NA,0.037530034,NA,NA
BP,GO:0002682,regulation of immune system process,NA,NA,NA,0.038210739,NA,NA
BP,GO:0048592,eye morphogenesis,NA,NA,NA,0.038788647,NA,0.004717737
BP,GO:0055082,intracellular chemical homeostasis,NA,NA,NA,0.038788647,0.047918406,NA
BP,GO:0048546,digestive tract morphogenesis,NA,NA,NA,0.038911683,NA,NA
BP,GO:1901292,nucleoside phosphate catabolic process,NA,NA,NA,0.039084733,0.014980239,NA
MF,GO:0044325,transmembrane transporter binding,NA,NA,NA,0.03934567,NA,NA
MF,GO:1901618,organic hydroxy compound transmembrane transporter activity,NA,NA,NA,0.03934567,0.006263989,NA
BP,GO:0120032,regulation of plasma membrane bounded cell projection assembly,NA,NA,NA,0.039374788,0.032443679,NA
BP,GO:0000280,nuclear division,NA,NA,NA,0.039669652,1.55e-6,NA
BP,GO:0007093,mitotic cell cycle checkpoint signaling,NA,NA,NA,0.040163968,0.020726522,NA
BP,GO:0006576,biogenic amine metabolic process,NA,NA,NA,0.040172628,0.011628189,0.005381977
BP,GO:0030100,regulation of endocytosis,NA,NA,NA,0.040172628,NA,NA
BP,GO:0034101,erythrocyte homeostasis,NA,NA,NA,0.040498133,0.02355067,0.027840697
MF,GO:0015175,neutral L-amino acid transmembrane transporter activity,NA,NA,NA,0.040892109,0.033882739,NA
MF,GO:0004521,RNA endonuclease activity,NA,NA,NA,0.040907314,NA,NA
BP,GO:0051298,centrosome duplication,NA,NA,NA,0.041394851,0.002003986,NA
MF,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",NA,NA,NA,0.041782682,0.007564801,NA
MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",NA,NA,NA,0.041782682,NA,NA
MF,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",NA,NA,NA,0.041782682,0.022413748,NA
MF,GO:0050839,cell adhesion molecule binding,NA,NA,NA,0.041825776,0.02575762,NA
MF,GO:0042626,ATPase-coupled transmembrane transporter activity,NA,NA,NA,0.041985568,NA,NA
BP,GO:0007266,Rho protein signal transduction,NA,NA,NA,0.042515672,0.034648843,NA
BP,GO:0031344,regulation of cell projection organization,NA,NA,NA,0.042930293,NA,NA
BP,GO:0009636,response to toxic substance,NA,NA,NA,0.043241592,0.014425922,0.01609829
BP,GO:0006986,response to unfolded protein,NA,NA,NA,0.04347287,NA,NA
MF,GO:0019904,protein domain specific binding,NA,NA,NA,0.043572013,NA,NA
BP,GO:0032446,protein modification by small protein conjugation,NA,NA,NA,0.043574574,0.035426215,NA
BP,GO:1901342,regulation of vasculature development,NA,NA,NA,0.043680884,NA,NA
BP,GO:1901990,regulation of mitotic cell cycle phase transition,NA,NA,NA,0.043680884,NA,NA
BP,GO:0001763,morphogenesis of a branching structure,NA,NA,NA,0.04381516,NA,NA
BP,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,NA,NA,NA,0.04381516,NA,NA
BP,GO:2000026,regulation of multicellular organismal development,NA,NA,NA,0.043902738,NA,NA
MF,GO:0034056,estrogen response element binding,NA,NA,NA,0.04401506,NA,NA
MF,GO:0052890,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",NA,NA,NA,0.04401506,0.015549132,NA
BP,GO:0022603,regulation of anatomical structure morphogenesis,NA,NA,NA,0.04422812,NA,NA
CC,GO:0000177,cytoplasmic exosome (RNase complex),NA,NA,NA,0.044529671,NA,NA
MF,GO:0019900,kinase binding,NA,NA,NA,0.04477161,NA,NA
CC,GO:0033176,proton-transporting V-type ATPase complex,NA,NA,NA,0.044807728,0.027888432,NA
BP,GO:0060491,regulation of cell projection assembly,NA,NA,NA,0.045013189,0.036589213,NA
BP,GO:0000054,ribosomal subunit export from nucleus,NA,NA,NA,0.045365635,NA,NA
BP,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,NA,NA,0.045365635,NA,NA
BP,GO:0006206,pyrimidine nucleobase metabolic process,NA,NA,NA,0.045365635,NA,NA
BP,GO:0006356,regulation of transcription by RNA polymerase I,NA,NA,NA,0.045365635,NA,NA
BP,GO:0010002,cardioblast differentiation,NA,NA,NA,0.045365635,NA,NA
BP,GO:0033564,anterior/posterior axon guidance,NA,NA,NA,0.045365635,NA,NA
BP,GO:0033750,ribosome localization,NA,NA,NA,0.045365635,NA,NA
BP,GO:0051642,centrosome localization,NA,NA,NA,0.045365635,0.002738884,NA
BP,GO:0071027,nuclear RNA surveillance,NA,NA,NA,0.045365635,NA,NA
BP,GO:0071679,commissural neuron axon guidance,NA,NA,NA,0.045365635,NA,NA
BP,GO:0106380,purine ribonucleotide salvage,NA,NA,NA,0.045365635,NA,NA
BP,GO:1902807,negative regulation of cell cycle G1/S phase transition,NA,NA,NA,0.045365635,NA,NA
BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,NA,NA,NA,0.045365635,NA,NA
MF,GO:0016410,N-acyltransferase activity,NA,NA,NA,0.045482255,NA,NA
BP,GO:0060972,left/right pattern formation,NA,NA,NA,0.04574044,NA,NA
MF,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",NA,NA,NA,0.045936928,0.010797363,NA
MF,GO:0042162,telomeric DNA binding,NA,NA,NA,0.045936928,NA,NA
BP,GO:0032474,otolith morphogenesis,NA,NA,NA,0.046040226,0.002630924,NA
BP,GO:0044331,cell-cell adhesion mediated by cadherin,NA,NA,NA,0.046040226,NA,NA
BP,GO:0045814,"negative regulation of gene expression, epigenetic",NA,NA,NA,0.046272572,NA,NA
BP,GO:0141188,nucleic acid catabolic process,NA,NA,NA,0.046526186,NA,NA
MF,GO:0008094,"ATP-dependent activity, acting on DNA",NA,NA,NA,0.046533134,NA,NA
CC,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,NA,NA,NA,0.046665482,NA,NA
MF,GO:0015923,mannosidase activity,NA,NA,NA,0.046838979,NA,NA
MF,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,NA,NA,NA,0.046838979,NA,3.83e-7
MF,GO:0033218,amide binding,NA,NA,NA,0.046869882,NA,NA
MF,GO:0004407,histone deacetylase activity,NA,NA,NA,0.047080375,0.012641505,NA
MF,GO:0004675,transmembrane receptor protein serine/threonine kinase activity,NA,NA,NA,0.047080375,NA,NA
CC,GO:0000178,exosome (RNase complex),NA,NA,NA,0.04745342,NA,NA
CC,GO:0015030,Cajal body,NA,NA,NA,0.04745342,NA,NA
BP,GO:0071363,cellular response to growth factor stimulus,NA,NA,NA,0.047711119,NA,NA
BP,GO:0009225,nucleotide-sugar metabolic process,NA,NA,NA,0.047850553999999997,NA,NA
BP,GO:0042181,ketone biosynthetic process,NA,NA,NA,0.047850553999999997,0.035471024,0.043701406
BP,GO:0043249,erythrocyte maturation,NA,NA,NA,0.047850553999999997,6.56689e-4,NA
BP,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,NA,NA,NA,0.047850553999999997,NA,NA
BP,GO:1904892,regulation of receptor signaling pathway via STAT,NA,NA,NA,0.047850553999999997,NA,NA
BP,GO:1905897,regulation of response to endoplasmic reticulum stress,NA,NA,NA,0.047850553999999997,NA,NA
MF,GO:0016790,thiolester hydrolase activity,NA,NA,NA,0.048174778,0.039284641,NA
BP,GO:0048263,determination of dorsal identity,NA,NA,NA,0.048451995,NA,NA
BP,GO:0048668,collateral sprouting,NA,NA,NA,0.048451995,0.014664877,NA
BP,GO:0048885,neuromast deposition,NA,NA,NA,0.048451995,NA,NA
BP,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,NA,NA,NA,0.048873462,NA,NA
BP,GO:0060350,endochondral bone morphogenesis,NA,NA,NA,0.048873462,NA,NA
BP,GO:1901654,response to ketone,NA,NA,NA,0.048873462,0.044158072,NA
BP,GO:0019751,polyol metabolic process,NA,NA,NA,0.04895207,0.009978029,NA
CC,GO:0005871,kinesin complex,NA,NA,NA,0.049201557,NA,NA
CC,GO:0000785,chromatin,NA,NA,NA,0.049341018,0.004128843,NA
BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,NA,NA,NA,0.049699633,NA,NA
BP,GO:0002040,sprouting angiogenesis,NA,NA,NA,0.049721071,0.035117361,NA
CC,GO:1990204,oxidoreductase complex,NA,NA,NA,NA,8.25e-5,NA
BP,GO:0008608,attachment of spindle microtubules to kinetochore,NA,NA,NA,NA,2.32821e-4,NA
CC,GO:0098803,respiratory chain complex,NA,NA,NA,NA,3.11517e-4,NA
BP,GO:0032479,regulation of type I interferon production,NA,NA,NA,NA,3.53553e-4,NA
BP,GO:0032606,type I interferon production,NA,NA,NA,NA,3.53553e-4,NA
MF,GO:0004879,nuclear receptor activity,NA,NA,NA,NA,3.93349e-4,NA
MF,GO:0098531,ligand-activated transcription factor activity,NA,NA,NA,NA,3.93349e-4,NA
BP,GO:0009725,response to hormone,NA,NA,NA,NA,4.33267e-4,0.003696616
BP,GO:0051304,chromosome separation,NA,NA,NA,NA,4.46653e-4,NA
BP,GO:0006091,generation of precursor metabolites and energy,NA,NA,NA,NA,5.99604e-4,NA
BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,NA,NA,NA,NA,6.56689e-4,NA
BP,GO:1905818,regulation of chromosome separation,NA,NA,NA,NA,6.56689e-4,NA
BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,NA,NA,NA,NA,7.93859e-4,NA
BP,GO:0051382,kinetochore assembly,NA,NA,NA,NA,7.93859e-4,NA
BP,GO:0010965,regulation of mitotic sister chromatid separation,NA,NA,NA,NA,9.59748e-4,NA
MF,GO:0052689,carboxylic ester hydrolase activity,NA,NA,NA,NA,0.001106739,0.017416802
BP,GO:0007080,mitotic metaphase chromosome alignment,NA,NA,NA,NA,0.001194778,NA
BP,GO:0033045,regulation of sister chromatid segregation,NA,NA,NA,NA,0.001268877,NA
BP,GO:1901700,response to oxygen-containing compound,NA,NA,NA,NA,0.001424645,0.005130133
BP,GO:0051306,mitotic sister chromatid separation,NA,NA,NA,NA,0.001430232,NA
MF,GO:0051287,NAD binding,NA,NA,NA,NA,0.001489541,NA
MF,GO:0016763,pentosyltransferase activity,NA,NA,NA,NA,0.001514517,NA
BP,GO:1901701,cellular response to oxygen-containing compound,NA,NA,NA,NA,0.001523366,0.023260644
BP,GO:0015718,monocarboxylic acid transport,NA,NA,NA,NA,0.00182966,NA
BP,GO:0044784,metaphase/anaphase transition of cell cycle,NA,NA,NA,NA,0.001922085,NA
BP,GO:0051310,metaphase chromosome alignment,NA,NA,NA,NA,0.001922085,NA
BP,GO:0033044,regulation of chromosome organization,NA,NA,NA,NA,0.001986129,NA
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,NA,NA,NA,NA,0.002069573,NA
MF,GO:0016859,cis-trans isomerase activity,NA,NA,NA,NA,0.00225117,NA
BP,GO:0009116,nucleoside metabolic process,NA,NA,NA,NA,0.002605119,NA
BP,GO:0046034,ATP metabolic process,NA,NA,NA,NA,0.002816272,NA
BP,GO:0032870,cellular response to hormone stimulus,NA,NA,NA,NA,0.002848796,0.045889174
CC,GO:0016469,proton-transporting two-sector ATPase complex,NA,NA,NA,NA,0.002853425,NA
BP,GO:0009064,glutamine family amino acid metabolic process,NA,NA,NA,NA,0.002968377,NA
BP,GO:0032922,circadian regulation of gene expression,NA,NA,NA,NA,0.003053199,0.004323087
BP,GO:0051303,establishment of chromosome localization,NA,NA,NA,NA,0.003053199,NA
BP,GO:0019748,secondary metabolic process,NA,NA,NA,NA,0.003109805,NA
BP,GO:0051983,regulation of chromosome segregation,NA,NA,NA,NA,0.003344925,NA
BP,GO:0050000,chromosome localization,NA,NA,NA,NA,0.003968907,NA
BP,GO:0045839,negative regulation of mitotic nuclear division,NA,NA,NA,NA,0.004437289,NA
BP,GO:0072529,pyrimidine-containing compound catabolic process,NA,NA,NA,NA,0.004506754,NA
